Name;Type;RA;Dec;Const;MajAx;MinAx;PosAng;B-Mag;V-Mag;J-Mag;H-Mag;K-Mag;SurfBr;Hubble;Pax;Pm-RA;Pm-Dec;RadVel;Redshift;Cstar U-Mag;Cstar B-Mag;Cstar V-Mag;M;NGC;IC;Cstar Names;Identifiers;Common names;NED notes;OpenNGC notes;Sources
NGC4945;G;13:05:27.48;-49:28:05.6;Cen;23.33;4.03;44;9.28;11.86;5.60;4.84;4.48;23.40;SBc;;;;538;0.001797;;;;;;;;2MASX J13052727-4928044,C 083,ESO 219-024,ESO-LV 219-0240,IRAS 13025-4911,PGC 045279;;A-M +30' Dec error.;;Type:1|RA:1|Dec:1|Const:99|MajAx:3|MinAx:3|PosAng:3|B-Mag:3|V-Mag:3|J-Mag:2|H-Mag:2|K-Mag:2|SurfBr:3|Hubble:3|RadVel:2|Redshift:2
NGC5005;G;13:10:56.23;+37:03:33.1;CVn;4.82;1.52;70;10.54;10.71;7.46;6.73;6.44;21.82;SABb;;;;961;0.003212;;;;;;;;2MASX J13105631+3703321,C 029,IRAS 13086+3719,MCG +06-29-052,PGC 045749,UGC 08256;;;;Type:1|RA:1|Dec:1|Const:99|MajAx:3|MinAx:3|PosAng:3|B-Mag:3|V-Mag:3|J-Mag:2|H-Mag:2|K-Mag:2|SurfBr:3|Hubble:3|RadVel:2|Redshift:2
NGC5128;G;13:25:27.62;-43:01:08.8;Cen;25.88;19.77;33;7.79;7.22;4.98;4.27;3.94;23.59;S0;;;;547;0.001826;;;;;;;;2MASX J13252775-4301073,C 077,ESO 270-009,ESO-LV 270-0090,IRAS 13225-4245,MCG -07-28-001,PGC 046957;Centaurus A;;;Type:1|RA:1|Dec:1|Const:99|MajAx:3|MinAx:3|PosAng:3|B-Mag:3|V-Mag:3|J-Mag:2|H-Mag:2|K-Mag:2|SurfBr:3|Hubble:3|RadVel:2|Redshift:2
NGC5139;GCl;13:26:45.89;-47:28:36.7;Cen;27.00;;;6.12;5.33;;;;;;0.1368;-3.240;-6.730;234;0.000782;;;;;;;;C 080,MWSC 2120;Omega Centauri;;;Type:1|RA:1|Dec:1|Const:99|MajAx:5|B-Mag:2|V-Mag:2|Pax:2|Pm-RA:2|Pm-Dec:2|RadVel:2|Redshift:2
NGC5248;G;13:37:32.02;+08:53:06.6;Boo;4.07;2.38;120;10.88;9.97;8.18;7.46;7.25;22.25;SABb;;;;1150;0.003843;;;;;;;;2MASX J13373206+0853062,C 045,IRAS 13350+0908,MCG +02-35-015,PGC 048130,SDSS J133732.02+085306.6,UGC 08616;;;;Type:1|RA:1|Dec:1|Const:99|MajAx:3|MinAx:3|PosAng:3|B-Mag:3|V-Mag:3|J-Mag:2|H-Mag:2|K-Mag:2|SurfBr:3|Hubble:3|RadVel:2|Redshift:2
NGC5286;GCl;13:46:26.58;-51:22:24.5;Cen;6.60;;;9.18;8.31;;;;;;0.0232;0.200;-0.160;62;0.000208;;;;;;;;C 084,MWSC 2160;;;;Type:1|RA:1|Dec:1|Const:99|MajAx:5|B-Mag:2|V-Mag:2|Pax:2|Pm-RA:2|Pm-Dec:2|RadVel:2|Redshift:2
NGC5694;GCl;14:39:36.51;-26:32:18.0;Hya;3.30;;;11.58;10.89;;;;;;0.0608;-0.430;-1.090;-140;-0.000465;;;;;;;;C 066,MWSC 2238;;;;Type:1|RA:1|Dec:1|Const:99|MajAx:5|B-Mag:2|V-Mag:2|Pax:2|Pm-RA:2|Pm-Dec:2|RadVel:2|Redshift:2
NGC5823;OCl;15:05:30.63;-55:36:13.5;Cir;3.90;;;8.61;7.90;;;;;;0.5210;-3.691;-2.443;-20;-0.000066;;;;;;;;C 088,MWSC 2273;;;;Type:1|RA:1|Dec:1|Const:99|MajAx:5|B-Mag:2|V-Mag:2|Pax:2|Pm-RA:2|Pm-Dec:2|RadVel:2|Redshift:2
NGC6025;OCl;16:03:17.79;-60:25:52.9;TrA;11.40;;;5.26;5.10;;;;;;1.2646;-2.885;-3.022;-8;-0.000026;;;;;;;;C 095,MWSC 2347;;;;Type:1|RA:1|Dec:1|Const:99|MajAx:5|B-Mag:2|V-Mag:2|Pax:2|Pm-RA:2|Pm-Dec:2|RadVel:2|Redshift:2
NGC6087;OCl;16:18:50.58;-57:56:04.5;Nor;10.20;;;5.85;5.40;;;;;;1.0250;-1.567;-2.411;1;0.000004;;;;;;;;C 089,MWSC 2382;S Nor Cluster;;;Type:1|RA:1|Dec:1|Const:99|MajAx:5|B-Mag:2|V-Mag:2|Pax:2|Pm-RA:2|Pm-Dec:2|RadVel:2|Redshift:2
NGC6101;GCl;16:25:48.57;-72:12:05.6;Aps;4.50;;;10.90;10.08;;;;;;0.0421;1.760;-0.220;366;0.001223;;;;;;;;C 107,MWSC 2404;;;;Type:1|RA:1|Dec:1|Const:99|MajAx:5|B-Mag:2|V-Mag:2|Pax:2|Pm-RA:2|Pm-Dec:2|RadVel:2|Redshift:2
NGC6124;OCl;16:25:20.06;-40:39:13.3;Sco;13.50;;;6.70;5.80;;;;;;1.5570;-0.203;-2.094;-21;-0.000069;;;;;;;;C 075,MWSC 2403;;;;Type:1|RA:1|Dec:1|Const:99|MajAx:5|B-Mag:2|V-Mag:2|Pax:2|Pm-RA:2|Pm-Dec:2|RadVel:2|Redshift:2
NGC6193;OCl;16:41:20.23;-48:45:45.1;Ara;8.10;;;;;;;;;;0.8120;1.278;-4.111;-40;-0.000133;;;;;;;;C 082,MWSC 2444;;Involved in NGC 6188.;;Type:1|RA:1|Dec:1|Const:99|MajAx:5|Pax:2|Pm-RA:2|Pm-Dec:2|RadVel:2|Redshift:2
NGC6231;OCl;16:54:10.92;-41:49:27.3;Sco;13.80;;;2.83;2.60;;;;;;0.5890;-0.529;-2.177;-19;-0.000064;;;;;;;;C 076,MWSC 2481;;;;Type:1|RA:1|Dec:1|Const:99|MajAx:5|B-Mag:2|V-Mag:2|Pax:2|Pm-RA:2|Pm-Dec:2|RadVel:2|Redshift:2
NGC6302;PN;17:13:44.63;-37:06:11.3;Sco;0.74;;;12.80;9.60;;;;;;;;;-36;-0.000119;;21.10;;;;;HD 155520;2MASX J17134463-3706111,C 069,ESO 392-005,IRAS 17103-3702,PN G349.5+01.0;Bug Nebula,Butterfly Nebula;;The name Butterfly Nebula is often associated to several other objects.;Type:1|RA:1|Dec:1|Const:99|MajAx:8|B-Mag:3|V-Mag:3|RadVel:2|Redshift:2|Cstar B-Mag:8
NGC6352;GCl;17:25:29.16;-48:25:21.7;Ara;7.20;;;9.95;8.87;;;;;;0.1500;-2.150;-4.380;-126;-0.000419;;;;;;;;C 081,MWSC 2592;;;;Type:1|RA:1|Dec:1|Const:99|MajAx:5|B-Mag:2|V-Mag:2|Pax:2|Pm-RA:2|Pm-Dec:2|RadVel:2|Redshift:2
NGC6397;GCl;17:40:41.36;-53:40:25.3;Ara;15.30;;;7.39;5.17;;;3.29;;;0.3824;3.300;-17.600;18;0.000061;;;;;;;;C 086,MWSC 2662;;;;Type:1|RA:1|Dec:1|Const:99|MajAx:5|B-Mag:2|V-Mag:2|K-Mag:2|Pax:2|Pm-RA:2|Pm-Dec:2|RadVel:2|Redshift:2
NGC6541;GCl;18:08:02.33;-43:42:57.2;CrA;7.50;;;8.06;7.32;;;;;;0.1211;0.320;-8.850;-164;-0.000547;;;;;;;;C 078,MWSC 2813;;;;Type:1|RA:1|Dec:1|Const:99|MajAx:5|B-Mag:2|V-Mag:2|Pax:2|Pm-RA:2|Pm-Dec:2|RadVel:2|Redshift:2
NGC6543;PN;17:58:33.39;+66:37:59.5;Dra;0.90;;;9.79;9.01;8.95;9.08;8.34;;;0.6152;-0.555;-6.413;-66;-0.000219;;11.23;11.14;;;;BD +66 1066,HD 164963;2MASX J17583335+6637591,C 006,IRAS 17584+6638,PN G096.4+29.9;Cat's Eye Nebula;Additional radio sources may contribute to the WMAP flux.;The fainter outer shell has a diameter of 5.5 arcmin ca.;Type:1|RA:1|Dec:1|Const:99|MajAx:99|B-Mag:3|V-Mag:3|J-Mag:2|H-Mag:2|K-Mag:2|Pax:2|Pm-RA:2|Pm-Dec:2|RadVel:2|Redshift:2|Cstar B-Mag:8|Cstar V-Mag:8
NGC6544;GCl;18:07:20.00;-24:59:54.1;Sgr;6.00;;;11.36;9.90;6.24;5.54;5.37;;;0.3280;-2.340;-18.660;-38;-0.000127;;;;;;;;2MASX J18071996-2459542,MWSC 2810;;;;Type:1|RA:1|Dec:1|Const:99|MajAx:5|B-Mag:2|V-Mag:2|J-Mag:2|H-Mag:2|K-Mag:2|Pax:2|Pm-RA:2|Pm-Dec:2|RadVel:2|Redshift:2
NGC6729;Neb;19:01:55.40;-36:57:27.5;CrA;25.00;20.00;;;;;;;;;;;;;;;;;;;;;C 068,IRAS 18585-3701;;;;Type:1|RA:1|Dec:1|Const:99|MajAx:3|MinAx:3
NGC6744;G;19:09:46.10;-63:51:27.1;Pav;15.67;9.75;15;9.14;9.25;6.73;6.20;5.94;23.47;Sbc;;;;838;0.002800;;;;;;;;2MASX J19094609-6351271,C 101,ESO 104-042,ESO-LV 104-0420,IRAS 19051-6357,PGC 062836;;Extended HIPASS source;;Type:1|RA:1|Dec:1|Const:99|MajAx:3|MinAx:3|PosAng:3|B-Mag:3|V-Mag:3|J-Mag:2|H-Mag:2|K-Mag:2|SurfBr:3|Hubble:3|RadVel:2|Redshift:2
NGC6752;GCl;19:10:51.78;-59:58:54.7;Pav;13.20;;;6.96;6.28;;;;;;0.2387;-3.170;-4.010;-26;-0.000088;;;;;6777;;;C 093,MWSC 3062;;Identity as NGC 6777 is uncertain.;;Type:1|RA:1|Dec:1|Const:99|MajAx:5|B-Mag:2|V-Mag:2|Pax:2|Pm-RA:2|Pm-Dec:2|RadVel:2|Redshift:2
NGC6822;G;19:44:57.74;-14:48:12.4;Sgr;17.38;16.75;27;9.36;10.05;7.48;6.92;6.72;24.25;IB;;;;-57;-0.000190;;;;;;4895;;2MASX J19445619-1447512,C 057,IRAS 19420-1450,MCG -02-50-006,PGC 063616;Barnard's Galaxy;The position is the approximate center of the bar.;;Type:1|RA:1|Dec:1|Const:99|MajAx:3|MinAx:3|PosAng:3|B-Mag:3|V-Mag:3|J-Mag:2|H-Mag:2|K-Mag:2|SurfBr:3|Hubble:3|RadVel:2|Redshift:2
NGC6826;PN;19:44:48.11;+50:31:30.1;Cyg;0.42;;;10.02;9.44;9.57;9.60;8.90;;;0.6348;-9.232;-11.522;-6;-0.000021;;10.33;10.41;;;;BD +50 2869,HD 186924,SAO 31951,TYC 3565-00205-1;2MASX J19444814+5031304,C 015,IRAS 19434+5024,PN G083.5+12.7;Blinking Planetary;;;Type:1|RA:1|Dec:1|Const:99|MajAx:8|B-Mag:3|V-Mag:3|J-Mag:2|H-Mag:2|K-Mag:2|Pax:2|Pm-RA:2|Pm-Dec:2|RadVel:2|Redshift:2|Cstar B-Mag:8|Cstar V-Mag:8
NGC6885;Dup;20:11:55.86;+26:29:19.7;Vul;;;;;;;;;;;;;;;;;;;;6882;;;;;;;Type:1|RA:1|Dec:1|Const:99
NGC6888;HII;20:12:06.55;+38:21:17.8;Cyg;20.00;10.00;;7.44;;;;;;;;;;;;;;;;;;;BD +37 3821,C 027,HD 192163,HIP 099546,LBN 203;Crescent Nebula;;;Type:1|RA:1|Dec:1|Const:99|MajAx:9|MinAx:9|B-Mag:2
NGC6934;GCl;20:34:11.49;+07:24:14.8;Del;5.40;;;10.48;9.75;;;;;;0.0208;-2.660;-4.670;-406;-0.001354;;;;;;;;C 047,MWSC 3369;;;;Type:1|RA:1|Dec:1|Const:99|MajAx:5|B-Mag:2|V-Mag:2|Pax:2|Pm-RA:2|Pm-Dec:2|RadVel:2|Redshift:2
NGC6946;G;20:34:52.32;+60:09:14.1;Cyg;11.40;10.84;52;9.76;9.05;6.27;5.91;5.37;23.73;SABc;;;;45;0.000150;;;;;;;;2MASX J20345233+6009132,C 012,IRAS 20338+5958,MCG +10-29-006,PGC 065001,UGC 11597;Fireworks Galaxy;;;Type:1|RA:1|Dec:1|Const:99|MajAx:3|MinAx:3|PosAng:3|B-Mag:3|V-Mag:3|J-Mag:2|H-Mag:2|K-Mag:2|SurfBr:3|Hubble:3|RadVel:2|Redshift:2
NGC6960;SNR;20:45:58.18;+30:35:42.5;Cyg;210.00;160.00;;7.00;;;;;;;;;;;;;;;;;;;C 034,LBN 191;Veil Nebula,Filamentary Nebula,Western Veil;;;Type:1|RA:1|Dec:1|Const:99|MajAx:9|MinAx:9|B-Mag:3
NGC7000;HII;20:59:17.14;+44:31:43.6;Cyg;120.00;30.00;;4.00;;;;;;;;;;;;;;;;;;;C 020,LBN 373;North America Nebula;;;Type:1|RA:1|Dec:1|Const:99|MajAx:9|MinAx:9|B-Mag:3
NGC7006;GCl;21:01:29.25;+16:11:15.1;Del;4.20;;;;10.46;9.56;9.02;9.00;;;;-0.080;-0.610;-383;-0.001278;;;;;;;;2MASX J21012946+1611164,C 042,MWSC 3446;;;;Type:1|RA:1|Dec:1|Const:99|MajAx:5|V-Mag:2|J-Mag:2|H-Mag:2|K-Mag:2|Pm-RA:2|Pm-Dec:2|RadVel:2|Redshift:2
NGC7009;PN;21:04:10.79;-11:21:47.7;Aqr;0.70;0.52;70;8.30;8.00;9.33;9.46;8.75;;;0.8665;7.750;1.002;-47;-0.000155;;12.66;12.78;;;;BD -11 5511,HD 200516,HIP 103992,TYC 5779-01804-1;2MASX J21041082-1121481,C 055,IRAS 21014-1133,PN G037.7-34.5;Saturn Nebula;;;Type:1|RA:1|Dec:1|Const:99|MajAx:2|MinAx:2|PosAng:2|B-Mag:3|V-Mag:3|J-Mag:2|H-Mag:2|K-Mag:2|Pax:2|Pm-RA:2|Pm-Dec:2|RadVel:2|Redshift:2|Cstar B-Mag:8|Cstar V-Mag:8
NGC7023;Neb;21:01:35.62;+68:10:10.4;Cep;10.00;8.00;;7.20;;;;;;;;;;;;;;;;;;;C 004,IRAS 21009+6758,LBN 487;Iris Nebula;Identified as IR cirrus by Strauss, et al (1992, ApJS, 83, 29).;;Type:1|RA:1|Dec:1|Const:99|MajAx:9|MinAx:9|B-Mag:2
NGC7243;OCl;22:15:08.58;+49:53:51.0;Lac;15.00;;;6.54;6.40;;;;;;1.1160;0.433;-2.857;-13;-0.000042;;;;;;;;C 016,MWSC 3602;;;;Type:1|RA:1|Dec:1|Const:99|MajAx:5|B-Mag:2|V-Mag:2|Pax:2|Pm-RA:2|Pm-Dec:2|RadVel:2|Redshift:2
NGC7293;PN;22:29:38.57;-20:50:14.4;Aqr;16.33;;;7.50;7.30;14.33;14.49;14.55;;;4.9760;38.869;-3.419;-15;-0.000050;11.81;13.10;13.50;;;;USNO 271;C 063,ESO 602-022,PN G036.1-57.1;Helix Nebula;;;Type:1|RA:1|Dec:1|Const:99|MajAx:8|B-Mag:3|V-Mag:3|J-Mag:2|H-Mag:2|K-Mag:2|Pax:2|Pm-RA:2|Pm-Dec:2|RadVel:2|Redshift:2|Cstar U-Mag:8|Cstar B-Mag:8|Cstar V-Mag:8
NGC7331;G;22:37:04.01;+34:24:55.9;Peg;9.27;3.76;170;10.20;9.41;7.06;6.29;6.03;23.08;Sbc;;;;818;0.002732;;;;;;;;2MASX J22370410+3424573,C 030,IRAS 22347+3409,MCG +06-49-045,PGC 069327,SDSS J223704.05+342456.8,UGC 12113;;"HOLM 795H is a double star; HOLM 795G,I are stars.";;Type:1|RA:1|Dec:1|Const:99|MajAx:3|MinAx:3|PosAng:3|B-Mag:3|V-Mag:3|J-Mag:2|H-Mag:2|K-Mag:2|SurfBr:3|Hubble:3|RadVel:2|Redshift:2
NGC7479;G;23:04:56.65;+12:19:22.4;Peg;3.65;2.72;26;11.73;11.09;9.19;8.51;8.20;23.04;SBbc;;;;2369;0.007935;;;;;;;;2MASX J23045666+1219223,C 044,IRAS 23024+1203,MCG +02-58-060,PGC 070419,SDSS J230456.65+121922.3,UGC 12343;;;;Type:1|RA:1|Dec:1|Const:99|MajAx:3|MinAx:3|PosAng:3|B-Mag:3|V-Mag:3|J-Mag:2|H-Mag:2|K-Mag:2|SurfBr:3|Hubble:3|RadVel:2|Redshift:2
NGC7635;HII;23:20:45.60;+61:12:44.5;Cas;15.00;8.00;;11.00;;;;;;;;;;;;;;;;;;;C 011,LBN 548;Bubble Nebula;;;Type:1|RA:1|Dec:1|Const:99|MajAx:9|MinAx:9|B-Mag:3
NGC7662;PN;23:25:53.90;+42:32:05.8;And;0.28;;;9.20;8.30;;;;;;12.1000;12.200;-1.000;-12;-0.000041;;13.60;13.20;;;;BD +41 4773,HD 220733;2MASX J23255415+4232111,C 022,IRAS 23234+4215,PN G106.5-17.6;Copeland's Blue Snowball;;;Type:1|RA:1|Dec:1|Const:99|MajAx:8|B-Mag:3|V-Mag:3|Pax:2|Pm-RA:2|Pm-Dec:2|RadVel:2|Redshift:2|Cstar B-Mag:8|Cstar V-Mag:8
NGC7814;G;00:03:14.89;+16:08:43.5;Peg;4.37;1.88;135;11.59;10.60;8.09;7.36;7.08;23.03;Sab;;;;1049;0.003505;;;;;;;;2MASX J00031494+1608428,C 043,MCG +03-01-020,PGC 000218,SDSS J000315.04+160844.7,SDSS J000315.04+160844.8,UGC 00008;;Multiple SDSS entries describe this object.;;Type:1|RA:1|Dec:1|Const:99|MajAx:3|MinAx:3|PosAng:3|B-Mag:3|V-Mag:3|J-Mag:2|H-Mag:2|K-Mag:2|SurfBr:3|Hubble:3|RadVel:2|Redshift:2
