Name,RA,Dec,V-Mag,Spectrum
HIP 72848,14.889939,19.152798,6.0,K2V
12    Lib,14.905592,-24.642202,5.27,K2/K3III
13Xi 1Lib,14.906354,-11.898348,5.78,G7III
HIP 72959,14.910532,-33.300575,5.85,K2III
Zet Cir,14.91183,-65.991095,6.09,B3Vn
HIP 72983,14.915013,-69.860956,6.38,B5V
HIP 73036,14.926287,-60.114164,5.18,K1III
HIP 73049,14.929085,-33.855785,5.32,A0V
HIP 73068,14.932944,32.300063,6.12,A2V
HIP 73087,14.937008,14.446266,5.9,A0V
HIP 73095,14.938123,-52.809548,5.38,A2III
HIP 73100,14.939724,49.628449,5.63,F7V
HIP 73107,14.941907,-32.636784,6.06,K3III
HIP 73111,14.942239,-47.879198,5.62,B+...
HIP 73116,14.943265,-39.416023,6.36,A0/A1V
HIP 73118,14.943984,-62.364417,6.39,B5V
The Cir,14.945554,-62.781016,5.08,B4Vnp
15Xi 2Lib,14.946142,-11.409701,5.48,K4III
HIP 73156,14.950999,21.555419,6.5,A1V
16    Lib,14.953055,-4.346462,4.47,F0V
HIP 73166,14.953244,16.388128,5.72,G5III:
HIP 73171,14.953808,-29.157678,6.28,B8/B9V
HIP 73184,14.957765,-21.415475,5.72,K4V
HIP 73193,14.959236,-0.167612,5.51,K1III
HIP 73199,14.959743,65.93246,4.63,M5III
HIP 73223,14.964755,-76.662655,5.37,K4III
HIP 73241,14.969112,-48.863011,6.34,G5V
Bet Lup,14.975537,-43.13396,2.68,B2III
HIP 73279,14.976817,-39.907172,6.17,K1III
59    Hya,14.977572,-27.657314,5.65,A6IV
HIP 73309,14.981329,-4.989256,6.08,F8V
18    Lib,14.98155,-11.144014,5.88,K3III-IV
Kap Cen,14.986025,-42.104194,3.13,B2IV
HIP 73341,14.987202,-37.881234,6.45,B8V
HIP 73350,14.989754,4.567761,5.91,M1III
HIP 73354,14.990888,-43.159833,6.1,F5III
40    Boo,14.993598,39.265333,5.64,F1III-IV
HIP 73394,14.998825,-75.032669,6.2,B9V
HIP 73415,15.003147,-77.16055,5.92,G8II
HIP 73454,15.010756,47.277441,6.35,B9p SiSrCr
HIP 73464,15.014521,22.045589,6.29,K0
19Del Lib,15.016208,-8.518943,4.91,B9.5V
HIP 73493,15.020303,-38.058398,5.88,K2/K3III
HIP 73497,15.022174,-2.754927,5.52,M0III
HIP 73507,15.024195,60.204453,5.91,A4V
HIP 73536,15.030255,-0.140295,5.71,M2III
Pi 1Oct,15.030754,-83.227646,5.65,G8/K0III
Nekkar,15.032436,40.390566,3.49,G8III
HIP 73559,15.032801,-34.358875,6.21,A8/A9III/IV
60    Hya,15.035119,-28.060611,5.83,A4IV
41Ome Boo,15.035141,25.008138,4.8,K4III
HIP 73571,15.035715,-7.575299,6.38,A3
110    Vir,15.048344,2.091303,4.39,K0III
HIP 73624,15.049799,-32.643294,5.45,B3V
HIP 73634,15.051683,35.205795,5.52,G8III:
44    Boo,15.063174,47.65406,4.83,G2V + G2V
HIP 73706,15.066041,65.919714,6.22,A2Vs
Brachium,15.067839,-25.281965,3.25,M3/M4III
43Psi Boo,15.074098,26.947649,4.52,K2III
HIP 73764,15.078583,-40.86133,6.29,M6III
Pi 2Oct,15.079711,-83.038311,5.65,G8Ib
Eta Cir,15.08003,-64.03135,5.16,G8III
Pi  Lup,15.085303,-47.051245,3.91,B5
HIP 73826,15.088656,-41.067236,5.13,G8III
47    Boo,15.090515,48.150972,5.59,A1V
HIP 73850,15.092751,-30.550864,6.48,F6V
HIP 73881,15.100671,-48.883391,6.48,B3V
HIP 73901,15.103871,-36.264599,6.27,K5III
HIP 73909,15.104638,54.556318,5.24,G8III
HIP 73927,15.107539,-22.03183,6.13,K0III
HIP 73937,15.109222,-30.918483,5.97,Ap Si
HIP 73941,15.109765,36.456063,6.35,F8V
21Nu  Lib,15.110444,-16.256818,5.19,K5III
HIP 73953,15.113628,-16.484361,6.41,A1V
HIP 73966,15.115548,-52.029779,6.4,B3III
45    Boo,15.121682,24.869195,4.93,F5V
HIP 74000,15.122324,18.441825,6.03,A3V
HIP 74006,15.123874,-49.088612,5.77,G8III
HIP 74026,15.127868,5.498035,6.16,K0III
HIP 74044,15.132264,-61.128673,6.49,F2III
HIP 74047,15.132432,-65.275449,6.18,K3III
HIP 74066,15.136703,-40.58393,5.75,B8IV Si
HIP 74083,15.138761,50.054955,6.33,K0III
46    Boo,15.139939,26.301152,5.67,K2III
HIP 74096,15.143212,25.108635,5.82,K1III
HIP 74100,15.144223,-42.867921,5.85,B7V
Lam Lup,15.147394,-45.279857,4.07,B3V
HIP 74121,15.148198,13.235242,6.16,G6V:
HIP 74181,15.157091,-63.64293,6.25,A0p
HIP 74184,15.15831,-67.084133,5.76,F8Iab-Ib
HIP 74224,15.168702,-38.792511,5.98,G6III
HIP 74239,15.171843,-26.332621,5.75,K0III
HIP 74272,15.179002,67.781035,6.18,A8Vn
HIP 74273,15.179128,-61.42232,6.29,G3IV
Ome Oct,15.185777,-84.787812,5.88,B9.5V
HIP 74305,15.187773,-55.346032,5.45,G2Ib/II
HIP 74336,15.193002,-45.277459,6.44,K1III
Kap1Lup,15.198918,-48.737819,3.88,B9V
Kap2Lup,15.199363,-48.743687,5.7,A3IV
HIP 74386,15.201184,18.976031,5.9,M4III
HIP 74391,15.203337,-19.106482,6.49,K4III
24Iot1Lib,15.203692,-19.79171,4.54,Asp...
Zet Lup,15.20476,-52.099247,3.41,G8III
HIP 74418,15.20867,-48.218992,6.32,K2III
HIP 74421,15.209444,-72.770599,6.02,B8/B9III
HIP 74441,15.213103,10.702305,6.5,K2
HIP 74449,15.213776,-44.500414,4.83,B3IV
HIP 74470,15.216951,-61.74378,6.27,K4Ib
HIP 74479,15.218796,-36.091425,6.09,B8V
HIP 74490,15.221503,-24.008322,6.47,B8III
25Iot2Lib,15.221997,-19.647572,6.07,A2V
23    Lib,15.224637,-25.309347,6.47,G5V
HIP 74505,15.225519,22.983399,6.31,A2V
HIP 74514,15.226551,38.2647,6.19,K2III:
HIP 74539,15.231476,-26.193569,5.84,G8/K0II
HIP 74552,15.233108,-61.342977,6.36,B5V
HIP 74561,15.235011,31.787845,5.98,K5
HIP 74571,15.236196,42.171409,6.12,M2III
HIP 74582,15.238658,-70.079476,5.75,N0v
48Chi Boo,15.241435,29.164295,5.28,A2V
26    Lib,15.242711,-17.768572,6.18,B9III
1    Lup,15.2437,-31.519121,4.91,F3III
HIP 74605,15.243926,67.346722,5.15,F9IV
HIP 74623,15.247388,-5.502555,6.28,K2
3    Ser,15.253154,4.939362,5.32,K0III
49Del Boo,15.258376,33.314833,3.46,G8III
4    Ser,15.263633,0.372139,5.62,A4V
HIP 74690,15.264083,50.938456,6.47,G5
HIP 74695,15.264879,6.46484,6.47,K0
HIP 74696,15.264907,-48.073661,5.96,A3m
HIP 74707,15.267785,-41.491155,5.15,F:+...
HIP 74716,15.269573,-43.484997,6.05,B3IV
HIP 74732,15.273059,-22.399416,5.52,K2III
HIP 74750,15.276859,-60.903996,5.74,B0.5V
HIP 74769,15.281058,-47.864544,6.46,G8III
HIP 74775,15.281945,-46.202355,6.44,F6V
Del Cir,15.282471,-60.957255,5.04,O8.5V
Zubeneschamali,15.283449,-9.382917,2.61,B8V
11    UMi,15.284968,71.823901,5.02,K4III
Bet Cir,15.291917,-58.801208,4.07,A3V
Eps Cir,15.294136,-63.610465,4.85,K2.5III
2    Lup,15.297178,-30.148673,4.35,K1II/III
HIP 74875,15.302614,-41.061159,6.3,Am
HIP 74895,15.306288,0.939409,6.5,K0
HIP 74896,15.306807,20.572778,5.68,G5IV
HIP 74901,15.307257,-0.461234,5.88,K5III
Mu  Lup,15.308897,-47.875272,4.27,B8V
HIP 74929,15.311473,-31.209347,6.18,G6/G8III
HIP 74941,15.313651,-60.496334,5.43,O7Iab:
Gam TrA,15.315181,-68.679545,2.87,A1V
HIP 74950,15.315661,-40.788222,5.59,B9V
5    Ser,15.321888,1.765408,5.04,F8III-IV
HIP 75000,15.325014,32.514903,6.33,A2m
HIP 75003,15.325481,-37.097161,6.19,G8III/IV
HIP 75043,15.334763,51.958515,5.65,A4V
1Omi CrB,15.335714,29.616209,5.51,K0III
HIP 75091,15.344599,-67.481526,6.27,B3V
HIP 75093,15.344909,44.434376,6.14,F4IVs
Pherkad,15.345483,71.834016,3.0,A3II-III
HIP 75101,15.346394,-2.413331,6.34,K0V
28    Lib,15.348244,-18.158658,6.16,G8II/III
29Omi Lib,15.350382,-15.548342,6.14,F2V
6    Ser,15.350554,0.715337,5.35,K3III
HIP 75125,15.351911,24.95802,6.36,K0
HIP 75127,15.352114,-5.824853,5.54,K1III
Del Lup,15.356201,-40.647518,3.22,B1.5IV
HIP 75164,15.359807,-40.749482,6.21,A1V
Phi1Lup,15.36344,-36.261376,3.57,K5III
50    Boo,15.363495,32.933695,5.38,B9Vn
Nu 2Lup,15.363507,-48.317628,5.65,G2V
Nu 1Lup,15.368975,-47.927792,4.99,F8V
7    Ser,15.373122,12.567521,6.29,A0V
HIP 75256,15.377014,62.047076,5.99,A0sp...
HIP 75257,15.377048,39.581463,5.56,K4III
HIP 75260,15.377341,63.341439,5.72,K4III
Eps Lup,15.378021,-44.689622,3.37,B2IV-V
HIP 75272,15.379224,-29.341935,6.5,K0III
HIP 75294,15.383829,-15.134036,6.46,K4III
Phi2Lup,15.385931,-36.858489,4.54,B4V
HIP 75308,15.386265,-60.657176,5.65,F7V
2Eta CrB,15.38675,30.287812,4.99,G2V
Gam Cir,15.389625,-59.320787,4.48,B5III + F8
HIP 75324,15.390274,-46.140415,6.49,G8III
8    Ser,15.395475,-1.022384,6.11,F0V
HIP 75352,15.397844,-12.369501,5.72,G8III
HIP 75369,15.401422,45.271031,6.07,K2III
31Eps Lib,15.403303,-10.322266,4.92,F5IV
Alkalurops,15.408181,37.377167,4.31,F0V
Ups Lup,15.412504,-39.710268,5.36,Ap...
Edasich,15.415494,58.966065,3.29,K2III
HIP 75501,15.422285,-38.73362,4.6,A0V
9Tau1Ser,15.429832,15.428036,5.16,M1III
HIP 75535,15.431464,19.480707,6.26,G0V
HIP 75565,15.437389,-68.309167,5.89,K0III
HIP 75572,15.438166,34.335996,5.46,K4III
HIP 75587,15.442273,54.020294,6.44,A2IV
HIP 75647,15.455037,-36.76756,5.46,B5V
HIP 75665,15.459193,-64.531504,5.71,K5/M0III
HIP 75674,15.460798,25.101626,6.01,M1III
Nusakan,15.463818,29.105703,3.66,F0p
HIP 75696,15.464287,60.670217,5.9,K5III
32Zet1Lib,15.470947,-16.716484,5.64,K4III
HIP 75736,15.472398,-88.13301,6.49,Am
HIP 75742,15.474225,-51.597934,6.1,G2Ib
10    Ser,15.477288,1.842081,5.15,A8IV
HIP 75770,15.478999,47.201514,6.15,Amvar...
HIP 75788,15.482451,55.194937,6.45,A3m
HIP 75790,15.482962,-28.866891,6.43,G0V
HIP 75810,15.486699,16.395618,6.38,G8III-IV
HIP 75818,15.488688,-38.634999,6.44,F2V
HIP 75822,15.489198,62.099529,6.32,K5
HIP 75828,15.490075,-46.732704,5.26,K4III
HIP 75915,15.505915,-41.919027,6.23,B9V
HIP 75919,15.506325,31.285932,6.45,A4IV
HIP 75939,15.51007,-20.728553,6.2,A3V
34Zet3Lib,15.511223,-16.609464,5.82,K0III
HIP 75959,15.513664,-71.654136,6.39,B3V
52Nu 1Boo,15.515488,40.833047,5.04,K5III
HIP 75974,15.515514,64.208693,5.74,K0III-IV
HIP 76006,15.522863,36.616599,6.39,F6III
15The UMi,15.523619,77.349352,5.0,K5III
Kap1Aps,15.525228,-73.389591,5.4,B1npe
HIP 76033,15.528725,-20.164922,6.28,A5V
53Nu 2Boo,15.529718,40.899332,4.98,A5V
HIP 76048,15.53062,-32.881112,6.49,B6/B7V
HIP 76063,15.534498,-38.622543,6.23,A3III
12Tau2Ser,15.536021,16.056169,6.22,B9V
HIP 76106,15.543528,-19.67046,5.5,A2IV
35Zet4Lib,15.548673,-16.852844,5.53,B3V
4The CrB,15.548829,31.359133,4.14,B6Vnn
11    Ser,15.549427,-1.186399,5.5,K0III
HIP 76143,15.552644,-24.490433,6.26,A3/5V +A9/F2
HIP 76165,15.556755,-40.490852,6.4,K0III
HIP 76198,15.564641,17.137359,6.49,F3III
HIP 76207,15.567143,-40.066432,5.82,M2III
37    Lib,15.569638,-10.064529,4.61,K1IV
HIP 76234,15.57246,-39.34921,6.36,B9V
HIP 76243,15.574032,-9.183416,5.16,B6IV
36    Lib,15.577033,-28.046983,5.13,K2/K3III
Alphecca,15.578128,26.714693,2.22,A0V
13Del Ser,15.580041,10.538867,3.8,F0IV
Gam Lup,15.585681,-41.166757,2.8,B2IV
6Mu  CrB,15.587476,39.010067,5.14,M2III
HIP 76311,15.587835,53.922144,5.97,K4III:
Zubenelhakrabi,15.592105,-14.789537,3.91,K0III
15Tau3Ser,15.592565,17.655555,6.1,G8III:
HIP 76366,15.596998,38.373926,6.3,K2
HIP 76371,15.598126,-44.958389,4.55,B3IVp
HIP 76372,15.598158,11.265656,6.04,K0III:
HIP 76376,15.599182,54.630567,5.77,A2V
HIP 76395,15.603157,-33.092806,6.26,B8/B9V
HIP 76397,15.603364,-44.396823,5.44,M0III
18Tau5Ser,15.608121,16.119085,5.93,F3V
16    Ser,15.608216,10.010176,5.26,K0p
Eps TrA,15.612,-66.317037,4.11,K0III
HIP 76456,15.614839,29.991182,6.46,F5V:
39Ups Lib,15.61707,-28.135079,3.6,K3III
HIP 76503,15.624583,-26.279864,6.19,B9IV
HIP 76509,15.625562,54.508733,5.85,K1III:
HIP 76519,15.62755,69.283344,5.65,M0III
HIP 76532,15.630011,-23.141698,5.79,K0III
54Phi Boo,15.630441,40.353433,5.25,G8III-IV
Ome Lup,15.634232,-42.567348,4.34,K4.5III
HIP 76567,15.637725,-28.206666,6.32,K1III
HIP 76568,15.637833,46.797751,5.76,F2V
HIP 76569,15.637855,-21.016327,5.82,K0III
HIP 76594,15.642833,50.423283,5.84,G8III
40Tau Lib,15.64427,-29.777754,3.66,B2.5V
HIP 76603,15.644467,-8.79149,6.45,F6V
HIP 76608,15.645049,-39.127734,6.05,A4:m...
HIP 76617,15.646904,34.675039,6.12,K0
HIP 76618,15.647079,-52.372695,5.43,B9V
41    Lib,15.648488,-19.301892,5.36,G8III/IV
HIP 76651,15.652645,57.924426,6.45,K1III
HIP 76664,15.655159,-77.918004,6.19,K2II
HIP 76666,15.655937,-23.150224,6.33,B9.5V
7Zet1CrB,15.656299,36.635812,4.64,B7V+...
3Psi1Lup,15.662772,-34.411926,4.66,G8/K0III
HIP 76716,15.665726,-59.908338,5.95,F6V
HIP 76733,15.669541,12.052934,6.22,G8II
HIP 76736,15.669889,-70.227883,6.45,A5V
HIP 76739,15.670981,-31.213771,6.35,K3III
42    Lib,15.67136,-23.818078,4.97,K3III
Kap2Aps,15.672598,-73.446685,5.64,B8IV
HIP 76809,15.682844,-47.736091,6.21,K5/M0III
19Tau6Ser,15.683083,16.024588,6.0,G8III
HIP 76829,15.686505,-44.661205,4.64,F5IV-V
21Iot Ser,15.692516,19.670401,4.51,A1V
20Chi Ser,15.696504,12.847528,5.34,A0p Sr
HIP 76877,15.698527,-76.081959,5.95,B9V
22Tau7Ser,15.698532,18.464037,5.8,A2m
43Kap Lib,15.699111,-19.678828,4.75,K5III
HIP 76935,15.710341,-49.489553,6.02,K2III
HIP 76939,15.710645,-37.424935,5.23,G8/K0III
4Psi2Lup,15.711395,-34.710407,4.75,B5V
8Gam CrB,15.712381,26.295637,3.81,A1Vs
HIP 76957,15.714107,52.360903,5.48,B9p...
HIP 76985,15.719592,13.667666,6.48,G5III
Rho Oct,15.721161,-84.465273,5.57,A2V
HIP 77007,15.723572,-15.04323,6.3,K0III
HIP 77042,15.732022,-60.287217,6.46,G0Ib
9Pi  CrB,15.73314,32.515807,5.57,G9III:
23Psi Ser,15.733839,2.515173,5.86,G5V
16Zet UMi,15.734299,77.794493,4.29,A3Vn
44Eta Lib,15.734556,-15.672834,5.41,A6IV
Unukalhai,15.737798,6.425627,2.63,K2III
HIP 77086,15.739633,-41.819089,5.93,A0V + B
26Tau8Ser,15.745037,17.264226,6.15,A0V
HIP 77138,15.749884,-50.785463,6.41,A3V
HIP 77163,15.756523,5.447315,5.57,A1V
HIP 77186,15.760974,0.891039,6.32,K0III
25    Ser,15.768233,-1.804193,5.39,B8III
28Bet Ser,15.769793,15.421826,3.65,A3V
HIP 77235,15.770238,-28.061481,6.49,F0V
27Lam Ser,15.77406,7.353073,4.42,G0Vvar
HIP 77272,15.776337,55.474791,5.94,K3III
HIP 77277,15.777772,62.599557,5.19,A2IV
HIP 77286,15.77895,-34.682454,5.61,B8V
HIP 77287,15.779285,-6.120355,6.24,K0
31Ups Ser,15.788144,14.115348,5.71,A3V
HIP 77350,15.79043,-40.19421,6.41,G8III/IVp..
HIP 77358,15.791435,-37.916312,6.01,G6IV
HIP 77370,15.793867,55.376627,5.85,A3m
HIP 77390,15.798078,-65.442291,5.54,A5
HIP 77397,15.800498,31.735615,6.41,K5
HIP 77412,15.803696,13.789078,5.98,K2III
HIP 77442,15.80956,28.156749,5.89,C00 (F8pe)
Gudja,15.812327,18.141564,4.09,M1III
HIP 77454,15.814005,-52.438256,6.05,K2/K3III
HIP 77464,15.815777,-3.818513,5.53,A5IV
10Del CrB,15.82657,26.068394,4.59,G5III-IV
32Mu  Ser,15.827002,-3.430208,3.54,A0V
HIP 77541,15.83264,-48.912408,5.86,A2IV
HIP 77562,15.835304,-53.20977,5.78,B8V
HIP 77574,15.837862,-45.401714,6.11,F0V
34Ome Ser,15.838207,2.196509,5.21,G8III
37Eps Ser,15.846935,4.47773,3.71,A2m
5Chi Lup,15.849316,-33.627165,3.97,B9.5III-IV
1    Sco,15.849652,-25.751295,4.63,B1.5Vn
HIP 77645,15.851891,-55.055533,5.74,B2II
11Kap CrB,15.85387,35.657382,4.79,K0III-IV
36    Ser,15.854331,-3.090497,5.09,A3Vn
38Rho Ser,15.85442,20.977919,4.74,K5III
HIP 77678,15.858736,-47.0608,6.0,K1IV
HIP 77689,15.860666,-14.133584,6.2,G8III
HIP 77729,15.870225,-29.886552,6.39,K0III
HIP 77738,15.871269,55.826713,5.81,G8III:
1Chi Her,15.877903,42.451518,4.6,F9V
HIP 77782,15.882255,17.40315,6.29,K0
39    Ser,15.886694,13.196623,6.07,G0IV
45Lam Lib,15.888905,-20.16704,5.04,B3V
HIP 77817,15.889704,-62.606583,6.22,K3III
HIP 77835,15.893019,16.074933,6.21,F5II-III
2    Sco,15.893533,-25.327142,4.59,B2.5Vn
46The Lib,15.897093,-16.729293,4.13,K0III
HIP 77858,15.89831,-24.533157,5.38,B5V
HIP 77859,15.898851,-23.978094,5.41,B2V
HIP 77900,15.908364,-27.338639,6.15,B7V
HIP 77902,15.909615,20.310968,5.45,M0III
2    Her,15.910516,43.138567,5.35,M3III
3    Sco,15.910981,-25.243741,5.87,B8III/IV
40    Ser,15.911188,8.580337,6.28,A7Vn
HIP 77927,15.914621,-60.743651,6.14,B9II
47    Lib,15.916768,-19.382926,5.95,B2/B3V
Bet TrA,15.919083,-63.430727,2.83,F2III
Kap TrA,15.924891,-68.603001,5.11,G6VII
4    Sco,15.925023,-26.265993,5.63,A3V
HIP 77985,15.925148,-31.083644,6.21,K4III
4    Her,15.925166,42.566193,5.73,B9p
HIP 77990,15.925665,-60.177647,5.78,Amvar
HIP 77995,15.927737,18.620745,6.26,B8III
12Lam CrB,15.929884,37.946958,5.43,F0IV
HIP 78017,15.930455,58.911774,6.31,A0V
HIP 78045,15.934982,-60.482477,5.76,A3V
HIP 78046,15.935233,-39.864364,6.04,B9V
HIP 78058,15.937229,-31.785882,6.29,F3/F5V
HIP 78059,15.937342,-14.399402,6.32,F6V
41Gam Ser,15.940882,15.661617,3.85,F6V
HIP 78078,15.942604,-14.829438,6.11,A2Ib/II
Iklil,15.948077,-29.214073,3.87,B2IV/V
Xi 1Lup,15.948193,-33.966134,5.14,A3V
Xi 2Lup,15.948366,-33.964281,5.59,B9V
HIP 78117,15.95108,-48.162186,6.31,F1IV
Phi Ser,15.954048,14.41448,5.54,K1IV
HIP 78142,15.955924,-36.185344,5.78,K0/K1III+..
HIP 78153,15.958288,39.695086,6.3,K0
13Eps CrB,15.959794,26.87788,4.14,K3III
HIP 78168,15.96124,-20.98308,5.84,B3V
HIP 78180,15.963196,54.749762,4.96,F0IV
48    Lib,15.969825,-14.279358,4.95,B8Ia/Iab
HIP 78236,15.975222,-37.503878,6.31,K0III
HIP 78246,15.976352,-24.831488,5.43,B5V
Fang,15.980865,-26.114105,2.89,B1V + B2V
HIP 78276,15.982697,36.643773,5.61,K5III
HIP 78279,15.982821,-65.037585,5.74,B7III
HIP 78286,15.984552,49.881043,6.04,F0IV
HIP 78323,15.991743,-41.744436,4.99,G8III
HIP 78355,15.998374,-54.020911,6.1,B5IV
HIP 78360,15.998649,-78.027277,6.4,F3IV
Eta Lup,16.002036,-38.396706,3.42,B2.5IV
49    Lib,16.005447,-16.53335,5.47,F7V
Dschubba,16.005557,-22.62171,2.29,B0.2IV
50    Lib,16.013231,-8.411353,5.53,A0Vs
HIP 78442,16.014204,4.427363,5.82,K0III:
HIP 78445,16.014919,-40.43548,6.21,A0V
15Rho CrB,16.017412,33.303509,5.39,G2V
HIP 78469,16.018468,-54.577899,6.12,A7III
HIP 78476,16.019644,-63.776538,6.42,F8II
5    Her,16.020644,17.818397,5.1,G8III
HIP 78486,16.022098,-31.889137,6.33,K4III
14Iot CrB,16.024047,29.851061,4.98,A0p...
13The Dra,16.031532,58.565251,4.01,F8IV-V
HIP 78540,16.034578,-51.120771,6.38,B5V
HIP 78542,16.034877,52.915917,5.93,K5III
44Pi  Ser,16.038248,22.804454,4.82,A3V
HIP 78575,16.044283,-29.1358,6.07,K2/K3III
6Ups Her,16.046634,46.036705,4.72,B9III
HIP 78603,16.04792,-62.54159,6.25,B9.5V
HIP 78632,16.052599,59.410738,6.19,M1III
Eta Nor,16.053579,-49.229695,4.65,G8III
HIP 78649,16.055379,36.631787,5.79,A2V+...
HIP 78650,16.05573,-25.86524,4.96,K3III
HIP 78655,16.05672,-38.602541,4.9,B6III/IV
HIP 78661,16.058718,76.793939,5.73,A3V
Iot1Nor,16.058931,-57.775064,4.63,A7IV
HIP 78665,16.059545,-32.000538,6.0,F5IV/V
43    Ser,16.062692,4.986834,6.07,G9III
HIP 78699,16.065195,-24.726312,6.22,K2/K3III
HIP 78710,16.068389,-59.176182,6.4,K1II/III
HIP 78726,16.071617,-33.213718,6.1,F3III
HIP 78731,16.07259,-53.710375,6.46,B9II/IIIp..
HIP 78747,16.076899,-37.862951,5.91,F3V
Acrab,16.09062,-19.805453,2.56,B0.5V
8Bet2Sco,16.09071,-19.80186,4.9,B2V
HIP 78840,16.093872,8.096248,6.27,A3m
HIP 78849,16.09571,-6.291129,6.35,F2IV
HIP 78868,16.098851,-72.400898,5.7,K1IIICNII
HIP 78870,16.099948,-6.139754,6.39,K0
HIP 78877,16.101772,-23.606315,5.9,B8V
HIP 78893,16.105475,67.810134,5.44,A0Vn
Del Nor,16.108176,-45.173185,4.73,Am
The Lup,16.109874,-36.802288,4.22,B2.5Vn
9Ome1Sco,16.113452,-20.669192,3.93,B1V
HIP 78955,16.117604,-14.071292,6.32,G5V
HIP 78970,16.121168,-36.755676,5.72,F0/F2V
HIP 78985,16.122827,21.822615,6.15,K4III
HIP 78989,16.123357,-56.190956,6.16,F2II
10Ome2Sco,16.123424,-20.868764,4.31,G6/G8III
11    Sco,16.126782,-12.74541,5.75,B9V
45    Ser,16.127094,9.891743,5.63,A7V
HIP 79031,16.13108,-24.462349,6.32,B8IV/V
Marsic,16.134591,17.04698,5.0,G8III
7Kap Her,16.13471,17.054382,6.25,K1III
HIP 79050,16.135439,-26.326679,5.35,M2III
47    Ser,16.141132,8.53431,5.69,M3.5IIIa
HIP 79086,16.143476,8.613176,6.47,M4III
HIP 79098,16.145478,-23.685416,5.86,B9V
11Phi Her,16.146162,44.934906,4.23,B9MNp...
8    Her,16.146286,17.205638,6.13,A0Vnn
16Tau CrB,16.149529,36.490944,4.73,K0III-IV
HIP 79120,16.149689,3.454475,5.93,K5III
HIP 79125,16.150806,57.937883,6.33,A1V
HIP 79137,16.153115,6.378695,5.93,K1+...
Iot2Nor,16.155154,-57.934318,5.57,B9V
HIP 79164,16.157219,55.828975,6.43,K0
HIP 79173,16.158818,-32.649012,6.18,K1III
HIP 79195,16.164033,-3.466729,5.39,K4III
HIP 79199,16.164609,-33.545805,5.5,B8V
HIP 79203,16.165354,-18.34062,6.43,F3V
HIP 79208,16.166441,-62.967154,6.5,A3m...
19    UMi,16.180424,75.877563,5.48,B8V
HIP 79302,16.18391,-29.41622,5.09,K0III
HIP 79320,16.188256,-41.119803,5.86,F0IV
HIP 79332,16.191316,16.665692,6.09,A0V
10    Her,16.193899,23.494801,5.74,M4IIIa
HIP 79350,16.194333,33.342764,6.3,K2III
HIP 79357,16.196556,42.374569,5.89,K4II+...
HIP 79358,16.196682,36.425094,5.62,K3III SB
Jabbah,16.199926,-19.460708,4.0,B2IV
15Psi Sco,16.199997,-10.064253,4.93,A3IV
HIP 79385,16.201818,39.055524,6.39,K0
16    Sco,16.202032,-8.547576,5.43,A4V
12    Sco,16.204456,-28.417305,5.67,B9V
13    Sco,16.205057,-27.926372,4.58,B2V
HIP 79414,16.207047,67.144176,6.21,G8III
20    UMi,16.208936,75.210681,6.36,K2IV
HIP 79441,16.212629,26.670583,6.48,F3V
HIP 79463,16.215718,-4.220809,6.26,A1V
9    Her,16.220953,5.021086,5.46,K5III
HIP 79490,16.221381,-53.671171,6.03,M0III
Zet Nor,16.222984,-55.540947,5.78,F2III
Kap Nor,16.224648,-54.630467,4.95,G4III
HIP 79522,16.227388,-1.475133,6.45,K0
HIP 79530,16.229305,-24.422092,6.4,B6IV
17Chi Sco,16.230807,-11.837747,5.24,K3III
HIP 79581,16.237113,5.901846,6.3,K2III
Yed Prior,16.239094,-3.694323,2.73,M1III
HIP 79596,16.239546,-33.011088,5.91,K0III
HIP 79599,16.241357,-21.107636,6.41,B9V
HIP 79601,16.242628,73.394891,6.02,A3V
HIP 79605,16.244235,-18.535649,6.32,K1III
17Sig CrB,16.24469,33.858613,5.23,F8V
HIP 79622,16.248175,-25.476976,6.06,B8V
The Nor,16.254257,-47.372021,5.13,B8V
HIP 79661,16.256656,-42.899422,6.14,K2III
Del TrA,16.257297,-63.685682,3.86,G5II
16    Her,16.257955,18.808087,5.72,K3III
18    Sco,16.260352,-8.369442,5.49,G1V
HIP 79686,16.263146,27.422081,6.14,K2
HIP 79689,16.263834,-57.91235,5.61,A5III
HIP 79692,16.264304,-14.849115,6.09,A0III
HIP 79754,16.278687,-53.811109,5.45,M2IV
18Ups CrB,16.279107,29.150261,5.8,A3V
HIP 79781,16.282028,-3.953349,6.18,A9Vn
HIP 79787,16.283042,-53.696234,6.4,G5V
HIP 79788,16.283111,-20.104088,6.4,G8III
Gam1Nor,16.283593,-50.068122,4.97,F9Ia
HIP 79797,16.284849,-67.941285,5.95,A4V
HIP 79804,16.287595,59.755023,5.37,M4IIIa
HIP 79812,16.28915,-53.086385,6.3,A7V
21Eta UMi,16.291791,75.75533,4.95,F5V
HIP 79834,16.295377,1.496714,6.5,K0
HIP 79867,16.302721,68.554545,6.39,K0
HIP 79881,16.304973,-28.61402,4.8,A0V:
Yed Posterior,16.305358,-4.692511,3.23,G8III
HIP 79938,16.316783,-14.872825,5.97,K3IIICNpvar
HIP 79945,16.318811,-20.218072,6.29,K0III
HIP 79953,16.319783,49.038159,5.93,K6III
Lam Nor,16.321568,-42.673965,5.44,A3Vn
