Name,RA,Dec,V-Mag
HIP 16210,3.4812,49.848384,5.58
HIP 16209,3.481381,37.382445,11.1
HIP 16211,3.481568,49.070324,7.47
HIP 16213,3.4817,69.282825,7.35
HIP 16212,3.481706,-19.97977,10.1
HIP 16214,3.481801,-0.417532,8.7
HIP 16215,3.481856,-33.655298,7.16
HIP 16217,3.482417,26.308632,8.39
HIP 16219,3.482528,5.141871,9.12
HIP 16220,3.482562,40.186469,7.32
HIP 16221,3.48292,14.996787,7.38
HIP 16222,3.482945,-63.961746,8.15
HIP 16223,3.483245,60.881942,9.65
HIP 16224,3.48362,11.738502,9.45
HIP 16225,3.483698,-24.895553,8.64
HIP 16226,3.48439,3.248704,6.41
HIP 16227,3.484458,1.668764,11.81
HIP 16228,3.484482,59.94033,4.21
HIP 16229,3.484651,-5.665259,9.66
HIP 16230,3.484868,54.541264,8.89
HIP 16231,3.485684,-9.328841,9.71
HIP 16232,3.486482,-38.011664,8.76
HIP 16233,3.486513,77.156232,8.53
HIP 16234,3.486683,-12.086143,8.8
HIP 16235,3.487152,45.04932,7.13
HIP 16236,3.4875,-34.352874,8.73
HIP 16237,3.48816,-21.371186,8.22
HIP 16238,3.488345,-10.554804,7.51
HIP 16239,3.488451,-31.671173,8.73
HIP 16240,3.488514,1.975405,10.42
HIP 16241,3.488774,16.198358,8.33
HIP 16242,3.488832,-11.678367,9.95
HIP 16243,3.488827,31.415846,10.47
34    Per,3.489456,49.508948,4.67
Kap Ret,3.489558,-62.937527,4.71
HIP 16246,3.489493,15.232547,9.24
HIP 16247,3.489684,-24.100855,9.15
HIP 16248,3.490239,-5.554726,9.6
HIP 16249,3.490259,69.459712,7.84
HIP 16250,3.490358,10.900387,10.74
HIP 16251,3.490461,-19.55437,7.28
HIP 16252,3.490633,46.937868,6.21
HIP 16253,3.490689,-42.46904,7.69
HIP 16254,3.490987,-39.132231,9.57
HIP 16255,3.491162,9.690803,10.53
HIP 16256,3.491841,-54.78207,9.0
HIP 16257,3.492215,-38.416638,9.3
HIP 16258,3.492263,43.230713,8.92
HIP 16259,3.492467,-16.998845,8.64
HIP 16260,3.492684,3.364983,10.42
HIP 16261,3.493068,-23.475722,6.88
HIP 16262,3.493311,0.263875,11.23
HIP 16263,3.493341,-12.674737,5.57
HIP 16264,3.493372,-28.566791,8.94
HIP 16265,3.494078,-21.420823,8.45
HIP 16267,3.49421,84.046648,9.06
HIP 16266,3.494205,-6.804458,6.01
HIP 16268,3.495157,16.762335,7.05
HIP 16269,3.495921,5.800381,8.52
HIP 16270,3.496015,-14.428399,8.94
HIP 16271,3.496428,18.738374,9.01
HIP 16272,3.496511,-47.392724,8.79
HIP 16273,3.496958,13.415006,10.65
HIP 16274,3.496961,-22.505475,6.79
HIP 16275,3.497217,47.976816,7.67
HIP 16276,3.497492,84.038694,8.35
HIP 16277,3.49774,49.213437,7.28
HIP 16278,3.497773,-32.638287,8.73
HIP 16279,3.498027,-38.55962,8.64
HIP 16280,3.498404,65.060616,9.78
HIP 16282,3.498531,-23.745917,8.52
HIP 16281,3.49854,58.87875,4.55
HIP 16283,3.498636,61.669417,9.43
HIP 16284,3.498642,-55.900212,8.97
HIP 16285,3.498656,-42.634256,5.76
HIP 16286,3.498994,-19.620289,9.7
HIP 16287,3.499165,1.23982,10.19
HIP 16288,3.499263,-6.987984,9.03
HIP 16289,3.499429,-35.748628,7.22
HIP 16290,3.4997,-78.35185,5.68
HIP 16291,3.499733,-11.146576,8.34
HIP 16292,3.500057,55.451808,5.09
HIP 16293,3.50009,-6.284084,9.7
HIP 16294,3.501031,51.512141,10.56
HIP 16295,3.501487,24.190408,8.2
HIP 16296,3.501653,11.387526,9.0
HIP 16297,3.501715,75.259136,7.95
HIP 16298,3.502008,63.125292,9.33
HIP 16299,3.502077,-4.8549,8.87
HIP 16301,3.502147,-26.325585,8.74
HIP 16300,3.502201,-74.594145,7.52
HIP 16302,3.503005,36.638293,7.78
HIP 16303,3.503039,59.365947,6.14
HIP 16304,3.503213,14.252724,9.27
HIP 16305,3.503522,24.486856,9.51
HIP 16306,3.503603,68.433485,7.99
HIP 16307,3.50363,55.375045,7.05
HIP 16308,3.503686,-11.646314,6.77
HIP 16309,3.503727,37.989516,10.88
HIP 16310,3.503773,-41.369937,6.12
HIP 16311,3.503856,1.074419,9.39
HIP 16312,3.50394,-23.745112,8.89
HIP 16313,3.504098,-2.979427,9.44
HIP 16314,3.504258,12.901794,8.24
HIP 16315,3.504307,-40.367568,11.86
HIP 16316,3.504917,52.894812,7.28
HIP 16317,3.505187,41.523702,9.03
HIP 16318,3.505368,48.499318,8.8
HIP 16319,3.505387,71.863897,6.37
HIP 16320,3.506029,-54.808205,7.88
HIP 16321,3.506207,-36.053759,11.18
4    Tau,3.506797,11.336442,5.14
HIP 16323,3.507065,42.979715,7.65
HIP 16324,3.507212,-22.048452,10.4
HIP 16325,3.507325,10.458766,7.0
HIP 16326,3.507495,47.063279,7.03
HIP 16327,3.507857,54.293791,8.88
HIP 16328,3.508412,39.658115,9.47
HIP 16329,3.508451,20.103263,8.29
HIP 16330,3.508597,-68.1983,8.83
HIP 16331,3.508615,-15.853131,9.6
HIP 16332,3.508941,71.192078,10.55
HIP 16333,3.509045,-58.573688,8.14
HIP 16334,3.509545,2.079643,8.97
35Sig Per,3.509579,47.995216,4.36
HIP 16336,3.509799,44.833044,8.46
HIP 16337,3.509859,-30.33494,8.25
HIP 16338,3.510169,11.867425,9.64
HIP 16339,3.51026,-47.375125,5.98
HIP 16340,3.510262,48.103596,5.82
17    Eri,3.510294,-5.075145,4.74
HIP 16342,3.510363,8.574756,9.72
HIP 16343,3.510576,40.318893,9.54
HIP 16344,3.510632,-33.530201,8.94
HIP 16345,3.510667,-42.522103,9.52
HIP 16346,3.510722,3.916507,9.92
HIP 16347,3.510926,-4.273283,7.56
HIP 16348,3.511126,-19.435585,7.45
HIP 16349,3.511188,-27.922017,7.81
HIP 16350,3.511275,-9.730245,6.86
HIP 16351,3.51131,53.666614,9.51
HIP 16352,3.511614,29.238839,9.09
HIP 16353,3.511649,-40.118897,8.49
HIP 16354,3.511879,-22.321628,9.94
HIP 16355,3.512223,-64.986729,8.43
HIP 16356,3.512427,5.513077,7.69
HIP 16357,3.512521,42.202438,6.92
HIP 16358,3.512617,6.188703,5.93
HIP 16359,3.512622,14.296161,8.67
HIP 16360,3.512742,-1.780602,9.34
HIP 16361,3.512778,51.029921,9.0
HIP 16362,3.51306,5.367028,7.03
HIP 16363,3.513239,5.152625,7.34
HIP 16364,3.513639,-18.46614,7.39
HIP 16365,3.513993,-37.37229,7.71
HIP 16366,3.514041,-32.505432,8.93
HIP 16367,3.514308,43.984844,9.08
HIP 16368,3.514359,-66.489714,5.81
5    Tau,3.514549,12.936678,4.14
HIP 16370,3.514582,-62.007945,6.79
HIP 16371,3.51482,-8.820762,9.74
HIP 16372,3.514844,8.368522,8.49
HIP 16373,3.51531,-29.431581,11.38
HIP 16374,3.515582,18.799418,8.12
HIP 16375,3.516245,-44.62386,9.31
HIP 16376,3.516474,29.613738,9.04
HIP 16377,3.516598,-0.126168,10.19
HIP 16378,3.516885,27.724292,7.87
HIP 16379,3.517,-5.630174,8.03
HIP 16380,3.517068,7.198308,7.61
HIP 16381,3.517154,33.892998,8.16
HIP 16382,3.517153,27.113431,7.94
HIP 16383,3.517307,-26.621119,8.19
HIP 16384,3.51734,-17.167764,8.59
HIP 16385,3.517406,-40.516083,8.75
HIP 16386,3.517628,27.731548,7.44
HIP 16387,3.517707,-48.137116,8.93
HIP 16389,3.517774,-0.481203,6.64
HIP 16388,3.517795,39.644687,8.62
HIP 16390,3.518018,-2.247441,8.73
HIP 16391,3.51805,-46.614578,8.83
HIP 16392,3.518155,-72.373472,8.1
HIP 16393,3.518411,15.736097,10.32
HIP 16394,3.518495,50.481492,7.37
HIP 16395,3.518824,-70.473292,8.63
HIP 16396,3.5189,-64.651803,8.34
HIP 16397,3.518973,-66.291239,8.01
HIP 16398,3.519203,39.147736,7.31
HIP 16399,3.519284,13.575851,8.77
HIP 16400,3.519705,-13.498847,7.71
HIP 16401,3.520403,19.783518,8.0
HIP 16402,3.52059,-10.931522,8.01
HIP 16403,3.520743,49.706239,8.61
HIP 16405,3.520952,20.768072,8.08
HIP 16404,3.521204,66.730283,9.91
HIP 16406,3.521022,41.726457,7.32
HIP 16407,3.521097,25.255465,8.12
HIP 16408,3.521213,32.330392,11.08
HIP 16409,3.521392,-55.249205,7.12
HIP 16410,3.522193,27.571805,6.99
HIP 16411,3.522431,27.571823,6.61
HIP 16413,3.522443,-30.516314,9.9
HIP 16412,3.522442,58.49396,8.6
HIP 16414,3.522534,17.938176,6.79
HIP 16415,3.5231,-43.833574,8.47
HIP 16416,3.52346,17.811329,8.19
HIP 16417,3.523464,-59.856978,7.41
HIP 16418,3.523482,-33.54558,7.23
HIP 16419,3.523565,-51.541357,9.38
HIP 16420,3.523596,72.169909,8.38
HIP 16421,3.523723,2.662294,8.89
HIP 16422,3.52376,-16.77898,7.61
HIP 16423,3.524539,21.821909,8.88
HIP 16424,3.524818,49.20977,6.29
HIP 16426,3.525049,49.902076,8.78
HIP 16425,3.525081,40.759934,6.5
HIP 16427,3.525206,34.679529,9.08
HIP 16428,3.525322,22.505805,9.49
HIP 16429,3.525467,25.721575,9.09
HIP 16430,3.525869,47.862416,6.77
HIP 16431,3.526006,26.26547,10.75
HIP 16432,3.52607,72.017687,8.15
HIP 16433,3.52638,-31.673528,7.62
HIP 16434,3.526582,-50.104636,8.43
HIP 16435,3.526865,-12.734773,7.86
HIP 16436,3.527794,-3.497679,7.17
HIP 16437,3.528165,78.014469,7.32
HIP 16438,3.528273,37.331406,8.74
HIP 16439,3.528314,-58.388383,8.99
HIP 16440,3.528453,23.649545,8.07
HIP 16441,3.528832,18.800125,8.16
HIP 16442,3.529228,-35.702971,9.16
HIP 16443,3.529746,-58.099676,8.35
HIP 16444,3.529745,36.48393,7.82
HIP 16445,3.52976,14.321593,12.26
HIP 16446,3.530255,-19.316052,8.45
HIP 16447,3.530288,49.401093,6.41
HIP 16448,3.531488,56.440372,7.98
HIP 16449,3.531568,-25.614149,6.38
HIP 16450,3.53165,48.735145,6.62
HIP 16451,3.531772,-20.368069,8.91
HIP 16452,3.532166,48.5838,8.22
HIP 16453,3.532529,67.425193,7.58
HIP 16454,3.532778,-49.886931,8.45
HIP 16455,3.532975,49.870158,9.21
HIP 16456,3.533466,-3.707451,10.54
HIP 16457,3.533528,-65.645418,8.23
HIP 16459,3.533732,67.585618,7.65
HIP 16458,3.533735,67.591871,9.36
HIP 16460,3.53383,-52.473857,7.78
HIP 16461,3.533858,37.514768,9.21
HIP 16462,3.53401,-8.81102,9.29
HIP 16463,3.534066,-7.839984,7.54
HIP 16464,3.534457,7.566324,7.66
HIP 16465,3.534627,-29.016111,8.82
HIP 16466,3.534657,-21.247567,9.36
HIP 16467,3.534731,43.669873,8.56
HIP 16468,3.534887,-49.158862,7.88
HIP 16469,3.535061,16.728003,8.6
HIP 16470,3.535721,48.023476,5.47
HIP 16471,3.535727,62.26799,7.16
HIP 16472,3.535783,0.288406,8.31
HIP 16473,3.535952,42.749323,7.27
HIP 16474,3.536037,30.006081,7.88
HIP 16475,3.536085,-50.819591,8.52
HIP 16476,3.536452,37.382062,9.3
HIP 16477,3.536546,-8.129679,10.54
HIP 16478,3.536651,11.542426,6.79
HIP 16479,3.536678,3.876859,8.3
HIP 16480,3.536954,-32.308007,7.95
HIP 16481,3.536995,-31.570551,8.23
HIP 16482,3.53731,-42.918226,9.56
HIP 16483,3.537332,36.135701,10.05
HIP 16484,3.537564,-65.414347,7.92
HIP 16485,3.537605,-7.090118,7.31
HIP 16490,3.537896,44.840686,7.24
HIP 16486,3.537949,-7.090062,9.74
HIP 16487,3.538222,40.920731,6.73
HIP 16488,3.538703,4.650128,9.61
HIP 16489,3.53882,84.91104,5.62
HIP 16491,3.539344,63.818689,9.68
HIP 16492,3.539587,-33.501144,8.83
HIP 16493,3.539588,-34.967318,8.72
HIP 16494,3.539963,-8.603724,8.05
HIP 16495,3.540226,76.617424,8.33
HIP 16496,3.540313,-3.313358,8.29
HIP 16497,3.540453,12.363486,8.33
HIP 16498,3.54053,-4.361089,8.18
36    Per,3.540631,46.056862,5.3
HIP 16500,3.540662,-24.616419,7.03
HIP 16501,3.540665,-11.965184,8.52
HIP 16502,3.540721,52.065895,8.47
HIP 16503,3.540742,-25.658499,8.09
HIP 16504,3.540875,10.738183,8.51
HIP 16505,3.540879,20.175484,8.42
HIP 16506,3.54219,51.48959,10.23
HIP 16507,3.542247,31.64796,7.75
HIP 16508,3.542524,26.746413,10.08
HIP 16509,3.542992,-50.378646,5.67
HIP 16510,3.543178,-23.628796,9.96
6    Tau,3.543319,9.373438,5.76
HIP 16512,3.543533,17.26897,9.8
HIP 16513,3.543818,28.365839,8.57
HIP 16514,3.543917,55.18527,8.87
HIP 16515,3.54409,3.149946,7.82
HIP 16516,3.54416,44.855759,6.42
HIP 16517,3.544417,35.659294,7.29
HIP 16518,3.544449,35.461729,5.91
HIP 16519,3.544949,-1.667698,8.98
HIP 16520,3.545149,-4.420318,8.69
HIP 16521,3.545207,-51.789016,9.47
HIP 16522,3.545334,-61.394056,7.3
HIP 16523,3.545474,-60.574282,7.56
HIP 16524,3.545903,54.254947,8.7
HIP 16525,3.54598,11.453115,10.64
HIP 16527,3.546179,-66.729478,7.51
HIP 16526,3.546183,-59.811519,9.24
HIP 16528,3.546792,-0.502686,8.46
HIP 16529,3.547242,23.692184,8.88
HIP 16530,3.547521,5.254597,7.33
HIP 16531,3.547642,-61.016872,6.42
HIP 16532,3.548234,15.549809,8.52
HIP 16533,3.548604,-45.5497,8.87
HIP 16534,3.548648,12.974552,10.16
HIP 16535,3.548841,-13.233674,8.99
HIP 16536,3.54887,-44.701951,11.47
18Eps Eri,3.548848,-9.458262,3.72
HIP 16538,3.549315,16.598428,7.03
HIP 16539,3.549799,-75.132618,8.62
HIP 16540,3.549909,-67.41949,7.48
HIP 16541,3.550041,6.643017,10.1
HIP 16542,3.551012,-58.641659,8.56
HIP 16543,3.551025,-1.295444,9.01
HIP 16544,3.551057,-46.722306,8.72
HIP 16545,3.55116,-18.818328,10.74
HIP 16546,3.55134,-18.414665,9.0
HIP 16547,3.551445,-46.779525,8.43
HIP 16548,3.551473,4.958113,11.88
HIP 16549,3.551862,-23.766903,8.22
HIP 16550,3.552019,76.836292,9.02
HIP 16551,3.552141,19.383256,8.07
HIP 16552,3.552155,35.398918,7.29
HIP 16553,3.552678,-48.914889,8.21
HIP 16555,3.553174,-10.045405,7.34
HIP 16556,3.553245,46.073859,9.32
HIP 16558,3.553377,-1.860637,7.42
HIP 16557,3.553383,33.35888,7.63
HIP 16559,3.553592,-15.548218,9.11
HIP 16560,3.553686,7.452864,11.17
HIP 16561,3.55372,-53.410434,9.29
HIP 16563,3.553742,46.257372,8.15
HIP 16562,3.553736,38.161468,10.74
HIP 16565,3.553814,62.429423,9.36
HIP 16564,3.553835,-69.870009,8.42
HIP 16566,3.554069,-25.871662,11.34
HIP 16554,3.554314,-10.060003,8.55
HIP 16567,3.555231,-32.505485,9.02
HIP 16568,3.555526,15.536956,9.1
HIP 16569,3.555554,3.440254,10.66
HIP 16570,3.555816,47.950084,6.6
HIP 16571,3.555876,15.197997,9.81
HIP 16572,3.555887,13.782416,6.9
HIP 16573,3.555917,62.229929,8.68
HIP 16574,3.556179,47.422046,8.21
HIP 16575,3.556304,52.952619,8.95
HIP 16576,3.556408,36.684725,11.06
HIP 16577,3.556507,-37.104946,8.99
HIP 16578,3.556851,-1.507087,10.14
HIP 16579,3.556983,-4.384507,8.65
HIP 16580,3.557366,65.551949,7.18
HIP 16581,3.557425,59.416762,8.08
HIP 16583,3.558277,-2.550022,10.74
HIP 16582,3.558287,-2.542952,8.7
HIP 16584,3.558285,58.762771,7.9
HIP 16585,3.558503,-29.002665,9.24
HIP 16586,3.558514,55.559276,7.91
HIP 16587,3.558944,58.76524,6.45
HIP 16588,3.559451,-44.583733,8.32
HIP 16589,3.559572,-62.640474,7.41
HIP 16590,3.559702,-19.066606,9.16
HIP 16591,3.559731,39.899478,5.79
HIP 16592,3.559937,-69.016526,9.25
HIP 16593,3.559977,14.678491,7.6
HIP 16595,3.560441,-46.982005,9.54
HIP 16594,3.560429,-19.066221,10.56
HIP 16596,3.560533,-7.415008,7.59
HIP 16597,3.560585,-22.950333,8.58
HIP 16598,3.560822,17.329255,8.49
HIP 16599,3.560855,54.974857,5.98
HIP 16600,3.56132,-0.398122,8.68
HIP 16601,3.561349,-7.429006,7.95
HIP 16602,3.561455,57.868725,6.37
HIP 16603,3.562106,37.795962,8.04
HIP 16604,3.56225,9.684103,8.5
HIP 16605,3.562313,52.249152,10.27
HIP 16606,3.562446,6.926006,7.16
HIP 16607,3.562562,-15.127901,7.05
HIP 16608,3.562661,-21.927521,10.11
HIP 16609,3.562912,8.29057,8.74
HIP 16610,3.56305,63.440995,8.17
19Tau5Eri,3.563132,-21.632883,4.26
HIP 16612,3.56323,52.288115,8.81
HIP 16613,3.563469,18.227789,7.99
HIP 16614,3.563502,-62.167277,7.57
HIP 16615,3.563595,10.233787,8.7
HIP 16616,3.563625,57.408933,11.2
HIP 16617,3.563652,-38.034056,8.83
HIP 16618,3.563692,21.019581,10.28
HIP 16619,3.56436,-43.202446,9.92
HIP 16620,3.564431,-42.151562,9.34
HIP 16621,3.564755,34.285075,9.43
HIP 16622,3.56492,-33.437245,8.93
HIP 16623,3.564949,56.314042,8.24
HIP 16624,3.565081,-30.628022,7.16
HIP 16625,3.565099,50.296653,9.52
HIP 16626,3.565445,32.083578,8.65
HIP 16627,3.565653,15.625605,9.57
HIP 16628,3.565776,-31.080114,6.2
HIP 16629,3.566142,-20.369976,8.87
HIP 16631,3.566382,-34.796347,8.8
HIP 16630,3.566394,60.408859,9.1
HIP 16632,3.566666,40.974699,8.72
HIP 16633,3.566678,64.448862,9.1
HIP 16634,3.566888,-62.771886,9.15
HIP 16635,3.567169,24.880908,10.87
HIP 16636,3.567297,39.306249,8.13
HIP 16637,3.567589,-60.141201,8.15
HIP 16638,3.567903,-41.338632,7.74
HIP 16639,3.568697,24.344449,9.54
HIP 16640,3.568735,36.084975,9.36
HIP 16641,3.568993,17.832828,6.14
HIP 16642,3.56905,50.583287,9.55
HIP 16643,3.569098,21.728971,9.22
HIP 16644,3.569403,46.849197,8.9
HIP 16645,3.569457,-54.511732,7.61
HIP 16646,3.570096,73.57531,10.3
HIP 16647,3.570133,-16.16407,10.37
HIP 16648,3.570185,-5.058465,9.43
HIP 16649,3.570266,48.617462,7.35
HIP 16650,3.570349,-72.845637,8.07
HIP 16651,3.570455,3.432278,7.51
HIP 16652,3.571078,47.275933,9.27
HIP 16653,3.571092,-6.520724,7.85
HIP 16654,3.571132,0.152578,9.99
HIP 16655,3.571712,44.269901,9.44
HIP 16656,3.571985,59.734928,7.77
HIP 16657,3.572035,45.324105,9.1
HIP 16658,3.572255,-14.71045,7.92
HIP 16659,3.57228,23.150105,9.76
HIP 16660,3.57272,8.662433,8.91
HIP 16661,3.573549,-65.764222,6.74
HIP 16662,3.573702,20.374099,8.14
HIP 16663,3.574037,6.038027,10.95
7    Tau,3.574062,24.464393,5.95
HIP 16665,3.574925,-52.123842,9.08
HIP 16666,3.574958,-34.832417,7.04
HIP 16667,3.574991,45.808297,9.37
HIP 16668,3.575083,22.759424,8.22
HIP 16669,3.575328,29.565284,10.23
HIP 16670,3.575931,-64.709383,7.98
HIP 16671,3.575938,14.175846,8.79
HIP 16672,3.575996,-31.874801,6.39
HIP 16673,3.576191,-50.972688,9.02
HIP 16674,3.576372,18.873872,9.24
HIP 16675,3.576378,0.68048,8.56
HIP 16676,3.576765,33.000975,9.09
HIP 16677,3.577075,-9.868261,6.25
HIP 16678,3.57712,58.645357,9.26
HIP 16679,3.577171,-10.794924,8.84
HIP 16680,3.57719,-22.145081,9.07
HIP 16681,3.577261,-12.297881,7.68
HIP 16682,3.577323,-62.557291,6.97
HIP 16683,3.577338,-31.073056,11.42
HIP 16684,3.577374,63.888929,7.77
HIP 16685,3.577407,-53.520474,8.82
HIP 16686,3.577598,-7.375748,8.22
HIP 16687,3.578443,-16.236216,8.92
HIP 16688,3.578484,44.80312,7.52
HIP 16690,3.578576,-54.322273,6.84
HIP 16689,3.578571,6.84329,9.58
HIP 16691,3.579001,-47.270026,10.24
HIP 16692,3.57915,38.805599,7.91
HIP 16693,3.579236,-62.456834,9.43
HIP 16694,3.579633,-53.741657,9.06
HIP 16696,3.580301,-44.643371,7.83
HIP 16695,3.5803,6.417691,6.49
HIP 16697,3.581223,-25.582825,6.48
HIP 16698,3.581481,3.360506,8.35
HIP 16699,3.581647,-3.411974,7.52
HIP 16700,3.581838,67.280224,9.0
HIP 16701,3.582371,19.810139,8.7
HIP 16702,3.582541,-19.838086,9.71
HIP 16703,3.582623,21.01763,8.6
HIP 16704,3.582653,26.60828,8.4
HIP 16705,3.582749,29.313324,8.94
HIP 16707,3.582915,19.312783,9.18
HIP 16706,3.582929,17.710568,9.85
HIP 16708,3.582971,-40.032102,9.76
HIP 16709,3.583228,34.610989,10.87
HIP 16710,3.583425,2.661822,10.67
HIP 16711,3.583561,-48.419141,8.57
HIP 16712,3.583617,60.041429,6.43
HIP 16713,3.583665,32.016771,6.66
HIP 16714,3.583927,62.525322,8.16
HIP 16715,3.584294,11.04584,7.99
HIP 16716,3.584313,45.449419,7.53
HIP 16717,3.584377,-24.307323,7.42
HIP 16718,3.585013,27.948044,9.79
HIP 16719,3.585062,38.58567,7.01
HIP 16720,3.585078,-35.937625,7.76
HIP 16721,3.585129,-4.898657,8.44
HIP 16722,3.585543,-57.810248,7.42
HIP 16723,3.586155,5.714011,7.48
HIP 16724,3.586632,38.015171,7.6
HIP 16725,3.58675,73.346928,6.56
HIP 16726,3.586851,-39.945557,8.5
HIP 16727,3.586917,-0.738899,8.54
HIP 16728,3.586994,1.779537,8.75
HIP 16729,3.587283,42.590805,8.82
HIP 16730,3.587486,-67.862828,8.72
HIP 16731,3.587546,70.026933,9.53
HIP 16732,3.587627,-49.4174,7.85
HIP 16733,3.58797,2.030003,9.18
HIP 16734,3.588102,-8.768199,9.08
HIP 16735,3.588137,42.591947,9.55
HIP 16736,3.588265,-24.896148,8.74
HIP 16737,3.588436,18.903079,7.57
HIP 16738,3.588687,11.396758,8.29
HIP 16739,3.588669,5.725289,12.16
HIP 16740,3.589006,26.850107,8.56
HIP 16741,3.589209,-48.114985,9.06
HIP 16742,3.589258,26.852687,8.67
HIP 16743,3.589352,-23.946662,8.71
HIP 16744,3.58969,33.676349,8.48
HIP 16745,3.590198,-28.33661,8.82
HIP 16746,3.590259,-63.665465,9.4
HIP 16747,3.590662,35.479844,8.43
HIP 16748,3.591141,14.174846,9.87
HIP 16749,3.591258,59.528399,8.03
HIP 16750,3.59156,39.163764,9.38
HIP 16751,3.591866,-27.185713,11.68
HIP 16752,3.591922,-26.429875,8.78
HIP 16753,3.592137,22.823588,9.86
HIP 16755,3.592433,-11.075223,8.87
HIP 16754,3.592535,86.399735,9.05
HIP 16756,3.592706,-59.264618,9.86
HIP 16757,3.593853,31.680443,6.86
HIP 16758,3.593902,-52.556646,8.04
HIP 16759,3.593995,43.290555,9.44
HIP 16760,3.594157,12.039623,10.49
HIP 16761,3.595008,39.309788,8.89
HIP 16762,3.595147,-53.206084,8.1
HIP 16763,3.595379,-31.14988,8.47
HIP 16764,3.595474,35.510813,9.16
HIP 16765,3.595552,-28.707767,9.7
HIP 16766,3.595789,-3.864496,8.73
HIP 16767,3.595965,61.170664,8.67
HIP 16768,3.596143,-82.31396,9.35
HIP 16769,3.596163,-30.738545,8.45
HIP 16770,3.596899,-9.060752,8.64
HIP 16771,3.597045,64.22358,8.42
HIP 16772,3.59717,-43.716386,7.02
HIP 16773,3.597383,-26.787381,8.6
HIP 16774,3.597837,42.886752,7.9
HIP 16775,3.598054,-69.192987,8.64
HIP 16776,3.598574,-20.152207,8.66
HIP 16777,3.598691,-10.190802,9.0
HIP 16778,3.598754,9.565932,11.4
HIP 16779,3.599235,-5.124954,6.49
HIP 16780,3.599352,-11.193782,5.56
HIP 16781,3.599432,-84.163155,9.46
HIP 16782,3.599579,47.091029,6.89
HIP 16783,3.599792,-23.518141,8.85
HIP 16784,3.599996,23.914125,9.02
HIP 16785,3.600076,-61.542469,7.65
HIP 16786,3.600095,8.760196,12.45
HIP 16787,3.600217,34.143758,10.29
HIP 16788,3.600885,16.467408,7.65
HIP 16789,3.601059,63.288122,7.33
HIP 16790,3.601266,46.584483,7.32
HIP 16791,3.601364,27.593192,7.39
HIP 16792,3.602216,-17.084169,8.99
HIP 16793,3.602623,42.339414,8.32
HIP 16794,3.60281,-51.216005,8.6
HIP 16795,3.603152,29.98331,7.62
HIP 16796,3.603254,8.886457,7.6
HIP 16797,3.60339,-73.973819,7.62
HIP 16798,3.603515,-28.748977,8.43
HIP 16799,3.603602,-18.550257,7.86
HIP 16800,3.604115,-47.200804,7.98
HIP 16801,3.604338,-5.587368,9.4
HIP 16802,3.604631,17.81207,8.6
20    Eri,3.604837,-17.467064,5.24
HIP 16804,3.605026,-45.447488,9.34
HIP 16805,3.605464,25.398988,9.27
HIP 16806,3.605508,28.961277,8.16
HIP 16807,3.605706,-61.491343,9.24
HIP 16808,3.605963,19.559315,8.36
HIP 16809,3.606023,-1.568528,8.93
HIP 16810,3.606087,55.886836,6.81
HIP 16811,3.606456,18.36199,8.73
HIP 16812,3.606579,-73.395133,8.48
HIP 16813,3.606761,20.067612,7.47
HIP 16814,3.606913,-74.392044,10.01
HIP 16816,3.606946,-19.376707,7.34
HIP 16815,3.60695,-79.098702,6.84
HIP 16817,3.60699,-27.888615,9.47
HIP 16818,3.60722,67.952191,8.2
HIP 16819,3.607243,51.440127,10.23
HIP 16820,3.607272,52.931405,7.21
HIP 16821,3.607426,-77.116186,9.02
HIP 16822,3.607592,12.007195,8.41
HIP 16823,3.607756,-3.632894,8.5
HIP 16824,3.608001,23.797292,8.62
HIP 16825,3.608154,-52.777697,7.66
37Psi Per,3.608159,48.192634,4.32
HIP 16827,3.608382,-78.323073,6.29
HIP 16828,3.608399,21.780202,8.89
HIP 16829,3.608478,-34.789533,8.87
HIP 16830,3.608566,10.185406,9.26
HIP 16831,3.608603,16.678285,9.47
HIP 16832,3.609318,73.661806,8.24
HIP 16833,3.609468,-2.816469,9.0
HIP 16834,3.610784,-13.318605,9.67
HIP 16835,3.611061,29.22403,6.53
HIP 16836,3.611636,75.743433,8.24
HIP 16837,3.611757,-39.38367,9.37
HIP 16838,3.61194,12.474372,8.93
HIP 16839,3.612082,-52.014509,9.44
HIP 16840,3.612297,-83.449149,8.87
HIP 16841,3.612475,13.291833,8.45
HIP 16842,3.612869,-7.121264,9.85
HIP 16843,3.613034,34.347589,6.88
