Name;Type;RA;Dec;Const;MajAx;MinAx;PosAng;B-Mag;V-Mag;J-Mag;H-Mag;K-Mag;SurfBr;Hubble;Pax;Pm-RA;Pm-Dec;RadVel;Redshift;Cstar U-Mag;Cstar B-Mag;Cstar V-Mag;M;NGC;IC;Cstar Names;Identifiers;Common names;NED notes;OpenNGC notes;Sources
IC4715;*Ass;18:16:56.12;-18:30:52.4;Sgr;120.00;60.00;90;;4.50;;;;;;;;;;;;;;024;;;;;Small Sgr Star Cloud;Milky Way star cloud.;;Type:1|RA:1|Dec:1|Const:99|MajAx:2|MinAx:2|PosAng:2|V-Mag:10
IC4725;OCl;18:31:46.77;-19:06:53.8;Sgr;14.10;;;5.29;4.60;;;;;;1.5043;-1.720;-6.101;3;0.000010;;;;025;;;;MWSC 2940;;;;Type:1|RA:1|Dec:1|Const:99|MajAx:5|B-Mag:2|V-Mag:2|Pax:2|Pm-RA:2|Pm-Dec:2|RadVel:2|Redshift:2
NGC0205;G;00:40:22.08;+41:41:07.1;And;16.22;9.59;170;8.90;8.15;6.45;5.87;5.59;23.78;E;;;;-246;-0.000820;;;;110;;;;2MASX J00402207+4141070,IRAS 00376+4124,MCG +07-02-014,PGC 002429,UGC 00426;;;;Type:1|RA:1|Dec:1|Const:99|MajAx:3|MinAx:3|PosAng:3|B-Mag:3|V-Mag:3|J-Mag:2|H-Mag:2|K-Mag:2|SurfBr:3|Hubble:3|RadVel:2|Redshift:2
NGC0221;G;00:42:41.83;+40:51:55.0;And;7.74;4.86;170;8.89;8.13;6.28;5.37;5.10;22.17;E;;-17.000;-5.000;-199;-0.000664;;;;032;;;;2MASX J00424182+4051546,IRAS 00399+4035,MCG +07-02-015,PGC 002555,UGC 00452;;;;Type:1|RA:1|Dec:1|Const:99|MajAx:3|MinAx:3|PosAng:3|B-Mag:3|V-Mag:3|J-Mag:2|H-Mag:2|K-Mag:2|SurfBr:3|Hubble:3|Pm-RA:2|Pm-Dec:2|RadVel:2|Redshift:2
NGC0224;G;00:42:44.35;+41:16:08.6;And;177.83;69.66;35;4.29;3.44;2.09;1.28;0.98;23.63;Sb;6.0000;;;-300;-0.001000;;;;031;;;;2MASX J00424433+4116074,IRAS 00400+4059,MCG +07-02-016,PGC 002557,UGC 00454;Andromeda Galaxy;;;Type:1|RA:1|Dec:1|Const:99|MajAx:3|MinAx:3|PosAng:3|B-Mag:3|V-Mag:2|J-Mag:2|H-Mag:2|K-Mag:2|SurfBr:3|Hubble:3|Pax:2|RadVel:2|Redshift:2
NGC0581;OCl;01:33:21.81;+60:39:28.8;Cas;4.50;;;7.72;7.40;;;;;;0.3730;-1.384;-0.497;-46;-0.000152;;;;103;;;;MWSC 0124;;;;Type:1|RA:1|Dec:1|Const:99|MajAx:5|B-Mag:2|V-Mag:2|Pax:2|Pm-RA:2|Pm-Dec:2|RadVel:2|Redshift:2
NGC0598;G;01:33:50.89;+30:39:36.8;Tri;62.09;36.73;23;6.35;5.79;5.04;4.35;4.10;23.61;Sc;;;;-179;-0.000598;;;;033;;;;2MASX J01335090+3039357,IRAS 01310+3024,MCG +05-04-069,PGC 005818,UGC 01117;Triangulum Galaxy,Triangulum Pinwheel;;;Type:1|RA:1|Dec:1|Const:99|MajAx:3|MinAx:3|PosAng:3|B-Mag:3|V-Mag:3|J-Mag:2|H-Mag:2|K-Mag:2|SurfBr:3|Hubble:3|RadVel:2|Redshift:2
NGC0628;G;01:36:41.75;+15:47:01.2;Psc;9.89;9.33;87;9.71;9.31;7.63;7.04;6.85;23.37;Sc;;;;655;0.002188;;;;074;;;;2MASX J01364177+1547004,IRAS 01340+1532,MCG +03-05-011,PGC 005974,UGC 01149;;;;Type:1|RA:1|Dec:1|Const:99|MajAx:3|MinAx:3|PosAng:3|B-Mag:3|V-Mag:3|J-Mag:2|H-Mag:2|K-Mag:2|SurfBr:3|Hubble:3|RadVel:2|Redshift:2
NGC0650;PN;01:42:19.69;+51:34:31.7;Per;1.12;;;12.20;10.10;;;;;;;-0.254;-4.165;-24;-0.000079;;;17.48;076;0651;;;2MASX J01421808+5134243,IRAS 01391+5119,PN G130.9-10.5;Barbell Nebula,Cork Nebula,Little Dumbbell Nebula;The 2MASX position is centered on a superposed star.;;Type:1|RA:1|Dec:1|Const:99|MajAx:8|B-Mag:3|V-Mag:3|Pm-RA:2|Pm-Dec:2|RadVel:2|Redshift:2|Cstar V-Mag:8
NGC1039;OCl;02:42:07.40;+42:44:46.1;Per;22.50;;;5.37;5.20;;;;;;1.9536;0.726;-5.732;-10;-0.000033;;;;034;;;;MWSC 0223;;;;Type:1|RA:1|Dec:1|Const:99|MajAx:5|B-Mag:2|V-Mag:2|Pax:2|Pm-RA:2|Pm-Dec:2|RadVel:2|Redshift:2
NGC1068;G;02:42:40.71;-00:00:47.8;Cet;6.11;5.61;12;9.74;9.29;6.97;6.26;5.79;22.35;Sb;;;;1140;0.003810;;;;077;;;;2MASX J02424077-0000478,IRAS 02401-0013,MCG +00-07-083,PGC 010266,UGC 02188;;;;Type:1|RA:1|Dec:1|Const:99|MajAx:3|MinAx:3|PosAng:3|B-Mag:3|V-Mag:3|J-Mag:2|H-Mag:2|K-Mag:2|SurfBr:3|Hubble:3|RadVel:2|Redshift:2
NGC1904;GCl;05:24:10.59;-24:31:27.2;Lep;7.20;;;9.21;8.16;;;;;;0.0370;2.470;-1.590;206;0.000687;;;;079;;;;MWSC 0528;;;;Type:1|RA:1|Dec:1|Const:99|MajAx:5|B-Mag:2|V-Mag:2|Pax:2|Pm-RA:2|Pm-Dec:2|RadVel:2|Redshift:2
NGC1912;OCl;05:28:42.49;+35:51:17.7;Aur;9.60;;;6.69;6.40;;;;;;0.8740;1.580;-4.424;-1;-0.000002;;;;038;;;;MWSC 0557;;;;Type:1|RA:1|Dec:1|Const:99|MajAx:5|B-Mag:2|V-Mag:2|Pax:2|Pm-RA:2|Pm-Dec:2|RadVel:2|Redshift:2
NGC1952;SNR;05:34:31.97;+22:00:52.1;Tau;8.00;4.00;;;8.40;;;;;;;;;;;;;;001;;;;IRAS 05315+2158,LBN 833;Crab Nebula;Position is for the Crab pulsar.;;Type:1|RA:1|Dec:1|Const:99|MajAx:9|MinAx:9|V-Mag:3
NGC1960;OCl;05:36:17.74;+34:08:26.7;Aur;7.20;;;6.09;6.00;;;;;;0.8350;-0.155;-3.388;-1;-0.000004;;;;036;;;;MWSC 0594;;;;Type:1|RA:1|Dec:1|Const:99|MajAx:5|B-Mag:2|V-Mag:2|Pax:2|Pm-RA:2|Pm-Dec:2|RadVel:2|Redshift:2
NGC1976;Cl+N;05:35:16.48;-05:23:22.8;Ori;90.00;60.00;;4.00;4.00;;;;;;;1.670;-0.300;28;0.000093;;;;042;;;;LBN 974,MWSC 0582;Great Orion Nebula,Orion Nebula;;;Type:1|RA:1|Dec:1|Const:99|MajAx:9|MinAx:9|B-Mag:3|V-Mag:10|Pm-RA:2|Pm-Dec:2|RadVel:2|Redshift:2
NGC1982;HII;05:35:31.38;-05:16:02.9;Ori;20.00;15.00;;9.00;9.00;;;;;;;;;;;;;;043;;;;2MASS J05353135-0516026;Mairan's Nebula;;;Type:1|RA:1|Dec:1|Const:99|MajAx:3|MinAx:3|B-Mag:3|V-Mag:10
NGC2068;RfN;05:46:45.82;+00:04:45.5;Ori;4.50;;;8.00;8.00;;;;;;;-0.930;-4.500;63;0.000211;;;;078;;;;MWSC 0664;;;;Type:1|RA:1|Dec:1|Const:99|MajAx:5|B-Mag:2|V-Mag:10|Pm-RA:2|Pm-Dec:2|RadVel:2|Redshift:2
NGC2099;OCl;05:52:18.35;+32:33:10.8;Aur;11.40;;;6.19;5.60;;;;;;0.6660;1.924;-5.648;8;0.000026;;;;037;;;;MWSC 0689;;;;Type:1|RA:1|Dec:1|Const:99|MajAx:5|B-Mag:2|V-Mag:2|Pax:2|Pm-RA:2|Pm-Dec:2|RadVel:2|Redshift:2
NGC2168;OCl;06:09:05.06;+24:20:19.1;Gem;24.00;;;5.31;5.10;;;;;;1.1301;2.278;-2.934;-6;-0.000021;;;;035;;;;MWSC 0754;;;;Type:1|RA:1|Dec:1|Const:99|MajAx:5|B-Mag:2|V-Mag:2|Pax:2|Pm-RA:2|Pm-Dec:2|RadVel:2|Redshift:2
NGC2287;OCl;06:45:59.94;-20:45:15.2;CMa;12.00;;;4.89;4.50;;;;;;1.3600;-4.339;-1.381;24;0.000078;;;;041;;;;MWSC 0978;;;;Type:1|RA:1|Dec:1|Const:99|MajAx:5|B-Mag:2|V-Mag:2|Pax:2|Pm-RA:2|Pm-Dec:2|RadVel:2|Redshift:2
NGC2323;OCl;07:02:40.47;-08:21:50.5;Mon;14.10;;;6.27;5.90;;;;;;1.0012;-0.798;-0.654;12;0.000039;;;;050;;;;MWSC 1072;;;;Type:1|RA:1|Dec:1|Const:99|MajAx:5|B-Mag:2|V-Mag:2|Pax:2|Pm-RA:2|Pm-Dec:2|RadVel:2|Redshift:2
NGC2422;OCl;07:36:35.02;-14:28:57.4;Pup;19.80;;;4.42;4.40;;;;;;2.0690;-7.020;0.959;34;0.000114;;;;047;2478;;;MWSC 1278;;;;Type:1|RA:1|Dec:1|Const:99|MajAx:5|B-Mag:2|V-Mag:2|Pax:2|Pm-RA:2|Pm-Dec:2|RadVel:2|Redshift:2
NGC2437;OCl;07:41:46.82;-14:48:36.0;Pup;21.00;;;6.33;6.10;;;;;;0.6005;-3.823;0.373;49;0.000164;;;;046;;;;MWSC 1313;;;;Type:1|RA:1|Dec:1|Const:99|MajAx:5|B-Mag:2|V-Mag:2|Pax:2|Pm-RA:2|Pm-Dec:2|RadVel:2|Redshift:2
NGC2447;OCl;07:44:29.23;-23:51:11.1;Pup;15.00;;;6.57;6.20;;;;;;0.9603;-3.568;5.043;22;0.000072;;;;093;;;;MWSC 1324;;;;Type:1|RA:1|Dec:1|Const:99|MajAx:5|B-Mag:2|V-Mag:2|Pax:2|Pm-RA:2|Pm-Dec:2|RadVel:2|Redshift:2
NGC2548;OCl;08:13:43.18;-05:45:01.6;Hya;28.20;;;6.11;5.80;;;;;;1.2897;-1.330;1.016;42;0.000138;;;;048;;;;MWSC 1454;;;;Type:1|RA:1|Dec:1|Const:99|MajAx:5|B-Mag:2|V-Mag:2|Pax:2|Pm-RA:2|Pm-Dec:2|RadVel:2|Redshift:2
NGC2632;OCl;08:40:22.20;+19:40:19.4;Cnc;108.60;;;3.46;3.10;;;;;;5.3710;-36.047;-12.917;35;0.000116;;;;044;;;;MWSC 1527;Beehive,Praesepe Cluster;;;Type:1|RA:1|Dec:1|Const:99|MajAx:5|B-Mag:2|V-Mag:2|Pax:2|Pm-RA:2|Pm-Dec:2|RadVel:2|Redshift:2
NGC2682;OCl;08:51:20.13;+11:48:43.0;Cnc;33.00;;;7.60;6.90;;;;;;1.1325;-10.974;-2.940;34;0.000113;;;;067;;;;MWSC 1585;;;;Type:1|RA:1|Dec:1|Const:99|MajAx:5|B-Mag:2|V-Mag:2|Pax:2|Pm-RA:2|Pm-Dec:2|RadVel:2|Redshift:2
NGC3031;G;09:55:33.17;+69:03:55.1;UMa;21.63;11.25;157;7.79;6.92;4.76;4.09;3.83;22.78;Sab;;-0.005;-0.019;-42;-0.000140;;;;081;;;;2MASX J09553318+6903549,IRAS 09514+6918,MCG +12-10-010,PGC 028630,SDSS J095533.16+690355.1,UGC 05318;Bode's Galaxy;;;Type:1|RA:1|Dec:1|Const:99|MajAx:3|MinAx:3|PosAng:3|B-Mag:3|V-Mag:3|J-Mag:2|H-Mag:2|K-Mag:2|SurfBr:3|Hubble:3|Pm-RA:2|Pm-Dec:2|RadVel:2|Redshift:2
NGC3034;G;09:55:52.73;+69:40:45.8;UMa;10.99;5.11;66;8.94;8.30;5.84;5.07;4.67;22.22;S?;;;;219;0.000730;;;;082;;;;2MASX J09555243+6940469,IRAS 09517+6954,MCG +12-10-011,PGC 028655,SDSS J095551.73+694048.6,UGC 05322;Cigar Galaxy;;;Type:1|RA:1|Dec:1|Const:99|MajAx:3|MinAx:3|PosAng:3|B-Mag:3|V-Mag:3|J-Mag:2|H-Mag:2|K-Mag:2|SurfBr:3|Hubble:3|RadVel:2|Redshift:2
NGC3351;G;10:43:57.70;+11:42:13.7;Leo;7.23;4.45;11;10.58;9.77;7.57;6.95;6.67;23.26;Sb;;;;766;0.002560;;;;095;;;;2MASX J10435773+1142129,IRAS 10413+1158,MCG +02-28-001,PGC 032007,SDSS J104357.69+114213.6,SDSS J104357.70+114213.7,UGC 05850;;;;Type:1|RA:1|Dec:1|Const:99|MajAx:3|MinAx:3|PosAng:3|B-Mag:3|V-Mag:3|J-Mag:2|H-Mag:2|K-Mag:2|SurfBr:3|Hubble:3|RadVel:2|Redshift:2
NGC3368;G;10:46:45.74;+11:49:11.8;Leo;8.26;5.51;5;10.08;9.21;7.24;6.57;6.32;23.14;Sab;;;;902;0.003012;;;;096;;;;2MASX J10464574+1149117,IRAS 10441+1205,MCG +02-28-006,PGC 032192,SDSS J104645.67+114911.8,UGC 05882;;;;Type:1|RA:1|Dec:1|Const:99|MajAx:3|MinAx:3|PosAng:3|B-Mag:3|V-Mag:3|J-Mag:2|H-Mag:2|K-Mag:2|SurfBr:3|Hubble:3|RadVel:2|Redshift:2
NGC3379;G;10:47:49.59;+12:34:53.8;Leo;4.89;4.25;71;10.23;9.27;7.17;6.49;6.27;22.54;E;;;;875;0.002922;;;;105;;;;2MASX J10474959+1234538,MCG +02-28-011,PGC 032256,UGC 05902;;;;Type:1|RA:1|Dec:1|Const:99|MajAx:3|MinAx:3|PosAng:3|B-Mag:3|V-Mag:3|J-Mag:2|H-Mag:2|K-Mag:2|SurfBr:3|Hubble:3|RadVel:2|Redshift:2
NGC3556;G;11:11:30.97;+55:40:26.8;UMa;3.98;1.66;79;10.70;10.05;8.02;7.37;7.04;21.70;Sc;;;;697;0.002328;;;;108;;;;2MASX J11113096+5540268,IRAS 11085+5556,MCG +09-18-098,PGC 034030,SDSS J111131.06+554027.4,UGC 06225;;;;Type:1|RA:1|Dec:1|Const:99|MajAx:3|MinAx:3|PosAng:3|B-Mag:3|V-Mag:3|J-Mag:2|H-Mag:2|K-Mag:2|SurfBr:3|Hubble:3|RadVel:2|Redshift:2
NGC3587;PN;11:14:47.71;+55:01:08.5;UMa;3.58;;;11.60;9.90;16.71;;;;;1.1371;-0.044;1.051;0;0.000000;14.36;15.66;16.01;097;;;;IRAS 11119+5517,PN G148.4+57.0,SDSS J111447.71+550108.5;Owl Nebula;;;Type:1|RA:1|Dec:1|Const:99|MajAx:99|B-Mag:3|V-Mag:3|J-Mag:2|Pax:2|Pm-RA:2|Pm-Dec:2|RadVel:2|Redshift:2|Cstar U-Mag:8|Cstar B-Mag:8|Cstar V-Mag:8
NGC3623;G;11:18:55.92;+13:05:32.5;Leo;7.64;1.97;173;10.14;9.32;6.99;6.31;6.07;22.73;Sa;;;;761;0.002540;;;;065;;;;2MASX J11185595+1305319,IRAS 11163+1322,MCG +02-29-018,PGC 034612,UGC 06328;;;;Type:1|RA:1|Dec:1|Const:99|MajAx:3|MinAx:3|PosAng:3|B-Mag:3|V-Mag:3|J-Mag:2|H-Mag:2|K-Mag:2|SurfBr:3|Hubble:3|RadVel:2|Redshift:2
NGC3627;G;11:20:14.96;+12:59:29.5;Leo;10.28;4.61;168;9.73;8.92;6.84;6.15;5.88;22.96;Sb;;;;702;0.002340;;;;066;;;;2MASX J11201502+1259286,IRAS 11176+1315,MCG +02-29-019,PGC 034695,SDSS J112014.98+125929.4,UGC 06346;;The position in 1989H&RHI.C...0000H is incorrect.;;Type:1|RA:1|Dec:1|Const:99|MajAx:3|MinAx:3|PosAng:3|B-Mag:3|V-Mag:2|J-Mag:2|H-Mag:2|K-Mag:2|SurfBr:3|Hubble:3|RadVel:2|Redshift:2
NGC3992;G;11:57:35.98;+53:22:28.3;UMa;8.07;5.64;78;10.48;9.88;7.85;7.19;6.94;23.45;Sbc;;;;1046;0.003496;;;;109;;;;2MASX J11573598+5322282,IRAS 11549+5339,MCG +09-20-044,PGC 037617,SDSS J115735.96+532228.9,UGC 06937;;;;Type:1|RA:1|Dec:1|Const:99|MajAx:3|MinAx:3|PosAng:3|B-Mag:3|V-Mag:3|J-Mag:2|H-Mag:2|K-Mag:2|SurfBr:3|Hubble:3|RadVel:2|Redshift:2
NGC4192;G;12:13:48.29;+14:54:01.2;Com;11.04;2.66;152;10.82;10.84;7.82;7.10;6.89;23.89;SABb;;;;-120;-0.000400;;;;098;;;;2MASX J12134829+1454016,IRAS 12112+1510,MCG +03-31-079,PGC 039028,SDSS J121348.28+145401.6,UGC 07231;;;;Type:1|RA:1|Dec:1|Const:99|MajAx:3|MinAx:3|PosAng:3|B-Mag:3|V-Mag:3|J-Mag:2|H-Mag:2|K-Mag:2|SurfBr:3|Hubble:3|RadVel:2|Redshift:2
NGC4254;G;12:18:49.60;+14:24:59.4;Com;5.04;4.74;23;10.40;9.84;7.89;7.25;6.93;22.60;Sc;;;;2399;0.008036;;;;099;;;;2MASX J12184962+1424593,IRAS 12162+1441,MCG +03-31-099,PGC 039578,SDSS J121849.60+142459.4,UGC 07345;Coma Pinwheel,Virgo Cluster Pinwheel;;;Type:1|RA:1|Dec:1|Const:99|MajAx:3|MinAx:3|PosAng:3|B-Mag:3|V-Mag:3|J-Mag:2|H-Mag:2|K-Mag:2|SurfBr:3|Hubble:3|RadVel:2|Redshift:2
NGC4258;G;12:18:57.50;+47:18:14.3;CVn;16.98;7.24;150;9.12;9.29;6.38;5.72;5.46;23.36;Sbc;;;;462;0.001541;;;;106;;;;2MASX J12185761+4718133,MCG +08-22-104,PGC 039600,SDSS J121857.50+471814.2,UGC 07353;;;;Type:1|RA:1|Dec:1|Const:99|MajAx:3|MinAx:3|PosAng:3|B-Mag:3|V-Mag:3|J-Mag:2|H-Mag:2|K-Mag:2|SurfBr:3|Hubble:3|RadVel:2|Redshift:2
NGC4303;G;12:21:54.90;+04:28:25.1;Vir;6.89;6.56;20;10.16;10.25;7.73;7.09;6.84;23.05;Sbc;0.7805;0.509;0.654;1564;0.005230;;;;061;;;;2MASX J12215494+0428249,IRAS 12194+0444,MCG +01-32-022,PGC 040001,SDSS J122154.92+042825.6,UGC 07420;;;;Type:1|RA:1|Dec:1|Const:99|MajAx:3|MinAx:3|PosAng:3|B-Mag:3|V-Mag:3|J-Mag:2|H-Mag:2|K-Mag:2|SurfBr:3|Hubble:3|Pax:2|Pm-RA:2|Pm-Dec:2|RadVel:2|Redshift:2
NGC4321;G;12:22:54.83;+15:49:18.5;Com;6.10;5.62;108;10.01;9.47;7.46;6.82;6.59;22.61;SABb;;;;1570;0.005251;;;;100;;;;2MASX J12225489+1549205,IRAS 12204+1605,MCG +03-32-015,PGC 040153,SDSS J122254.91+154920.2,UGC 07450;;;;Type:1|RA:1|Dec:1|Const:99|MajAx:3|MinAx:3|PosAng:3|B-Mag:3|V-Mag:3|J-Mag:2|H-Mag:2|K-Mag:2|SurfBr:3|Hubble:3|RadVel:2|Redshift:2
NGC4374;G;12:25:03.74;+12:53:13.1;Vir;7.41;6.44;133;10.01;9.79;7.12;6.47;6.22;23.23;E;;-0.083;-0.051;979;0.003270;;;;084;;;;2MASX J12250377+1253130,IRAS 12224+1309,MCG +02-32-034,PGC 040455,SDSS J122503.74+125312.8,UGC 07494;;;;Type:1|RA:1|Dec:1|Const:99|MajAx:3|MinAx:3|PosAng:3|B-Mag:3|V-Mag:3|J-Mag:2|H-Mag:2|K-Mag:2|SurfBr:3|Hubble:3|Pm-RA:2|Pm-Dec:2|RadVel:2|Redshift:2
NGC4382;G;12:25:24.11;+18:11:29.4;Com;6.95;5.35;12;9.94;9.05;7.06;6.42;6.15;22.87;S0-a;;;;769;0.002570;;;;085;;;;2MASX J12252405+1811278,MCG +03-32-029,PGC 040515,SDSS J122524.06+181127.7,UGC 07508;;;;Type:1|RA:1|Dec:1|Const:99|MajAx:3|MinAx:3|PosAng:3|B-Mag:3|V-Mag:3|J-Mag:2|H-Mag:2|K-Mag:2|SurfBr:3|Hubble:3|RadVel:2|Redshift:2
NGC4406;G;12:26:11.74;+12:56:46.4;Vir;11.53;8.43;128;9.74;8.86;7.01;6.33;6.10;23.90;E;;;;-183;-0.000610;;;;086;;;;2MASX J12261181+1256454,MCG +02-32-046,PGC 040653,SDSS J122611.75+125646.3,UGC 07532;;HOLM 403H is a star.;;Type:1|RA:1|Dec:1|Const:99|MajAx:3|MinAx:3|PosAng:3|B-Mag:3|V-Mag:3|J-Mag:2|H-Mag:2|K-Mag:2|SurfBr:3|Hubble:3|RadVel:2|Redshift:2
NGC4472;G;12:29:46.76;+08:00:01.7;Vir;10.21;8.38;156;9.35;8.28;6.27;5.64;5.40;23.25;E;;;;949;0.003170;;;;049;;;;2MASX J12294679+0800014,MCG +01-32-083,PGC 041220,SDSS J122946.76+080001.7,UGC 07629;;HOLM 413B is a star.;;Type:1|RA:1|Dec:1|Const:99|MajAx:3|MinAx:3|PosAng:3|B-Mag:3|V-Mag:3|J-Mag:2|H-Mag:2|K-Mag:2|SurfBr:3|Hubble:3|RadVel:2|Redshift:2
NGC4486;G;12:30:49.42;+12:23:28.0;Vir;7.11;6.67;153;9.65;9.00;6.72;6.07;5.81;22.79;E;;-8.029;10.734;1256;0.004200;;;;087;;;;2MASX J12304942+1223279,IRAS 12282+1240,MCG +02-32-105,PGC 041361,SDSS J123049.41+122328.1,UGC 07654;Virgo Galaxy;;;Type:1|RA:1|Dec:1|Const:99|MajAx:3|MinAx:3|PosAng:3|B-Mag:3|V-Mag:3|J-Mag:2|H-Mag:2|K-Mag:2|SurfBr:3|Hubble:3|Pm-RA:2|Pm-Dec:2|RadVel:2|Redshift:2
NGC4501;G;12:31:59.16;+14:25:13.4;Com;8.65;4.38;138;10.24;10.33;7.21;6.56;6.27;23.17;Sb;;;;2270;0.007602;;;;088;;;;2MASX J12315921+1425134,IRAS 12294+1441,MCG +03-32-059,PGC 041517,UGC 07675;;;;Type:1|RA:1|Dec:1|Const:99|MajAx:3|MinAx:3|PosAng:3|B-Mag:3|V-Mag:3|J-Mag:2|H-Mag:2|K-Mag:2|SurfBr:3|Hubble:3|RadVel:2|Redshift:2
NGC4548;G;12:35:26.45;+14:29:46.8;Com;5.55;4.52;150;10.94;10.96;8.01;7.37;7.12;23.24;Sb;;;;492;0.001644;;;;091;;;;2MASX J12352642+1429467,IRAS 12328+1446,MCG +03-32-075,PGC 041934,SDSS J123526.45+142946.8,UGC 07753;;;;Type:1|RA:1|Dec:1|Const:99|MajAx:3|MinAx:3|PosAng:3|B-Mag:3|V-Mag:3|J-Mag:2|H-Mag:2|K-Mag:2|SurfBr:3|Hubble:3|RadVel:2|Redshift:2
NGC4552;G;12:35:39.81;+12:33:22.8;Vir;8.13;8.00;150;10.68;10.08;7.62;6.94;6.73;24.11;E;;;;274;0.000914;;;;089;;;;2MASX J12353988+1233217,MCG +02-32-149,PGC 041968,SDSS J123539.80+123322.8,UGC 07760;;;;Type:1|RA:1|Dec:1|Const:99|MajAx:3|MinAx:3|PosAng:3|B-Mag:3|V-Mag:3|J-Mag:2|H-Mag:2|K-Mag:2|SurfBr:3|Hubble:3|RadVel:2|Redshift:2
